feature_selection_score,random_selection_score,number_of_features,data_set,model_type
0.832876712328767,0.8480436760691538,187,val,classification
0.8345784418356457,0.8461538461538461,187,test,classification
0.8695652173913044,0.8434559452523523,188,train,classification
0.8172635445362718,0.8549488054607508,188,val,classification
0.8231511254019293,0.8512396694214877,188,test,classification
0.8729281767955801,0.8770642201834862,189,train,classification
0.8269410664172123,0.8438356164383563,189,val,classification
0.8322440087145969,0.8437158469945354,189,test,classification
0.8667883211678833,0.878316559926807,190,train,classification
0.8309090909090909,0.844890510948905,190,val,classification
0.8415417558886509,0.844298245614035,190,test,classification
0.8690036900369003,0.878316559926807,191,train,classification
0.8213627992633518,0.845662100456621,191,val,classification
0.8353067814854682,0.844298245614035,191,test,classification
0.8676470588235294,0.8772893772893774,192,train,classification
0.8238583410997203,0.845662100456621,192,val,classification
0.8382978723404255,0.8433734939759036,192,test,classification
0.8674698795180723,0.8778696051423324,193,train,classification
0.8269581056466302,0.8495897903372835,193,val,classification
0.8365180467091294,0.8351648351648352,193,test,classification
0.8766114180478822,0.8786764705882354,194,train,classification
0.8365296803652967,0.8514129443938012,194,val,classification
0.832800851970181,0.8364434687156971,194,test,classification
0.8723599632690543,0.8768382352941176,195,train,classification
0.8244972577696528,0.8529680365296802,195,val,classification
0.8338692390139336,0.8335170893054025,195,test,classification
0.8688372093023257,0.8933333333333333,196,train,classification
0.8096564531104922,0.8055813953488372,196,val,classification
0.8365591397849463,0.803131991051454,196,test,classification
0.8667883211678833,0.8933333333333333,197,train,classification
0.8216911764705882,0.8055813953488372,197,val,classification
0.8236559139784946,0.8004509582863586,197,test,classification
0.875,0.8933333333333333,198,train,classification
0.8347183748845799,0.8077994428969358,198,val,classification
0.8429926238145417,0.7999999999999999,198,test,classification
0.8736263736263736,0.8950381679389312,199,train,classification
0.8317929759704251,0.8118628359592216,199,val,classification
0.8324661810613944,0.8004484304932735,199,test,classification
0.841296928327645,0.8825161887141535,200,train,classification
0.833616298811545,0.8501362397820164,200,val,classification
0.8310880829015542,0.8524229074889869,200,test,classification
0.8584643848288622,0.9013282732447817,201,train,classification
0.8336380255941499,0.8055555555555557,201,val,classification
0.8512931034482758,0.8065934065934065,201,test,classification
0.8680618744313012,0.8841911764705882,202,train,classification
0.839173405211141,0.8478847884788479,202,val,classification
0.833862433862434,0.8484187568157033,202,test,classification
0.8784530386740331,0.8827331486611265,203,train,classification
0.8376865671641792,0.8493647912885661,203,val,classification
0.8344086021505377,0.8518111964873766,203,test,classification
0.8675373134328358,0.8845798707294552,204,train,classification
0.823529411764706,0.8467815049864007,204,val,classification
0.847237269772481,0.8474204171240395,204,test,classification
0.8681318681318682,0.8872593950504125,205,train,classification
0.8191881918819188,0.8469113697403761,205,val,classification
0.8299894403379091,0.8480874316939891,205,test,classification
0.8705234159779615,0.8853974121996303,206,train,classification
0.8215919487648674,0.8472727272727273,206,val,classification
0.8292158968850699,0.8480176211453745,206,test,classification
0.8743068391866914,0.8874538745387454,207,train,classification
0.8088235294117647,0.8475499092558983,207,val,classification
0.8315334773218143,0.8480176211453745,207,test,classification
0.871559633027523,0.8847926267281105,208,train,classification
0.8297101449275361,0.8478260869565218,208,val,classification
0.837953091684435,0.8474204171240395,208,test,classification
0.8719851576994434,0.8882783882783882,209,train,classification
0.8316651501364877,0.8412556053811658,209,val,classification
0.843918191603875,0.840958605664488,209,test,classification
0.8555452003727865,0.8449744463373083,210,train,classification
0.8288621646623497,0.8517887563884157,210,val,classification
0.8336933045356372,0.8515463917525773,210,test,classification
0.871559633027523,0.8897058823529413,211,train,classification
0.8088235294117647,0.8427672955974844,211,val,classification
0.8367567567567569,0.8391304347826086,211,test,classification
0.8644688644688644,0.8897058823529413,212,train,classification
0.8259259259259258,0.8427672955974844,212,val,classification
0.83585313174946,0.8378672470076169,212,test,classification
0.8686868686868686,0.8921658986175115,213,train,classification
0.8327205882352942,0.8445642407906558,213,val,classification
0.8398268398268398,0.8403908794788274,213,test,classification
0.8823529411764705,0.8435374149659864,214,train,classification
0.8195211786372008,0.8532423208191127,214,val,classification
0.831896551724138,0.8491735537190082,214,test,classification
0.8706099815157118,0.8874418604651163,215,train,classification
0.8261269549218032,0.8516833484986351,215,val,classification
0.8494623655913979,0.8474204171240395,215,test,classification
0.8657534246575344,0.8435374149659864,216,train,classification
0.8315018315018314,0.8532423208191127,216,val,classification
0.8315334773218143,0.8482972136222909,216,test,classification
0.8748841519925858,0.8488063660477453,217,train,classification
0.833941605839416,0.8546409807355516,217,val,classification
0.8401727861771058,0.8480340063761955,217,test,classification
0.8497695852534562,0.8418367346938775,218,train,classification
0.8136531365313653,0.8517887563884157,218,val,classification
0.8108695652173914,0.8477366255144032,218,test,classification
0.8777777777777778,0.8438030560271645,219,train,classification
0.8262476894639555,0.855924978687127,219,val,classification
0.8289054197662061,0.8486096807415037,219,test,classification
0.8657534246575344,0.8425531914893617,220,train,classification
0.8218181818181818,0.8571428571428571,220,val,classification
0.8324324324324324,0.8497942386831275,220,test,classification
0.866171003717472,0.843989769820972,221,train,classification
0.8345724907063197,0.8571428571428571,221,val,classification
0.8282608695652173,0.850669412976313,221,test,classification
0.86,0.8899253731343283,222,train,classification
0.8382899628252788,0.8498635122838945,222,val,classification
0.8376068376068376,0.8489525909592062,222,test,classification
0.8747731397459166,0.8907407407407408,223,train,classification
0.8177697189483226,0.8514492753623188,223,val,classification
0.8217716115261473,0.8498896247240617,223,test,classification
0.8689275893675528,0.8425531914893617,224,train,classification
0.8334849863512284,0.8556789069171649,224,val,classification
0.8369098712446352,0.8536082474226805,224,test,classification
0.8736263736263736,0.8903345724907062,225,train,classification
0.8247232472324724,0.8498635122838945,225,val,classification
0.8335146898803047,0.847084708470847,225,test,classification
0.8547641073080482,0.8971962616822429,226,train,classification
0.8331780055917987,0.8506375227686703,226,val,classification
0.8333333333333333,0.8530386740331491,226,test,classification
0.8682027649769586,0.8434559452523523,227,train,classification
0.8340971585701191,0.8576300085251491,227,val,classification
0.8287895310796075,0.8536082474226805,227,test,classification
0.8758049678012879,0.8930232558139536,228,train,classification
0.8284132841328413,0.8498635122838945,228,val,classification
0.8369098712446352,0.8471615720524017,228,test,classification
0.8701298701298701,0.8919925512104282,229,train,classification
0.8297101449275361,0.8527272727272728,229,val,classification
0.8327939590075513,0.8474204171240395,229,test,classification
0.8682745825602968,0.8930232558139536,230,train,classification
0.8215613382899628,0.8485401459854015,230,val,classification
0.8378088077336198,0.8461538461538461,230,test,classification
0.8576642335766423,0.8480000000000001,231,train,classification
0.8157653528872594,0.8573943661971831,231,val,classification
0.8327939590075513,0.8541001064962727,231,test,classification
0.8412162162162162,0.8480000000000001,232,train,classification
0.8414839797639122,0.8573943661971831,232,val,classification
0.8380566801619433,0.8541001064962727,232,test,classification
0.875912408759124,0.850044365572316,233,train,classification
0.8317929759704251,0.8573943661971831,233,val,classification
0.8290598290598291,0.8562300319488818,233,test,classification
0.8761552680221811,0.8485885372112918,234,train,classification
0.8282828282828283,0.860325621251071,234,val,classification
0.8369098712446352,0.8538860103626943,234,test,classification
0.8796296296296298,0.8507992895204262,235,train,classification
0.8357933579335793,0.8604038630377524,235,val,classification
0.8426724137931034,0.8541001064962727,235,test,classification
0.8719851576994434,0.8543342269883825,236,train,classification
0.8157156220767072,0.856387665198238,236,val,classification
0.835886214442013,0.8559231590181431,236,test,classification
0.8741965105601468,0.8505550811272415,237,train,classification
0.8350419384902145,0.8573883161512027,237,val,classification
0.8516129032258064,0.8598130841121495,237,test,classification
0.8713235294117646,0.8556149732620321,238,train,classification
0.836996336996337,0.8573943661971831,238,val,classification
0.8416578108395325,0.8553191489361702,238,test,classification
0.8667883211678833,0.857397504456328,239,train,classification
0.8214936247723132,0.8581497797356827,239,val,classification
0.8286937901498929,0.8562300319488818,239,test,classification
0.847246891651865,0.857397504456328,240,train,classification
0.8294849023090586,0.8581497797356827,240,val,classification
0.8493723849372385,0.8562300319488818,240,test,classification
0.8650646950092422,0.8500428449014568,241,train,classification
0.8174235403151067,0.8581255374032674,241,val,classification
0.841991341991342,0.857736240913811,241,test,classification
0.8884792626728111,0.8556149732620321,242,train,classification
0.8256880733944953,0.8578993821712269,242,val,classification
0.837108953613808,0.8553191489361702,242,test,classification
0.8788159111933396,0.8576512455516014,243,train,classification
0.8270120259019427,0.856387665198238,243,val,classification
0.8430107526881719,0.8559231590181431,243,test,classification
0.8734995383194829,0.857397504456328,244,train,classification
0.8263695450324977,0.8599118942731278,244,val,classification
0.8385698808234019,0.8534759358288769,244,test,classification
0.8695652173913044,0.8561215370866846,245,train,classification
0.8252788104089218,0.8596646072374228,245,val,classification
0.8347826086956522,0.8525641025641025,245,test,classification
0.8713235294117646,0.8553571428571428,246,train,classification
0.8215613382899628,0.8581497797356827,246,val,classification
0.8249194414607949,0.8534759358288769,246,test,classification
0.8812330009066183,0.8502581755593804,247,train,classification
0.8142076502732241,0.8630490956072351,247,val,classification
0.8449197860962567,0.8547717842323652,247,test,classification
0.8880666049953746,0.8507333908541846,248,train,classification
0.8236380424746076,0.8613264427217916,248,val,classification
0.8390557939914163,0.8556593977154725,248,test,classification
0.8809523809523809,0.8527131782945737,249,train,classification
0.8310249307479225,0.860325621251071,249,val,classification
0.8443496801705758,0.8586278586278586,249,test,classification
0.8805834092980857,0.8519793459552495,250,train,classification
0.8178506375227688,0.8600858369098714,250,val,classification
0.848936170212766,0.857736240913811,250,test,classification
0.8710865561694292,0.8507333908541846,251,train,classification
0.8330275229357799,0.8610634648370498,251,val,classification
0.8424437299035369,0.857736240913811,251,test,classification
0.8860055607043559,0.8519793459552495,252,train,classification
0.826046511627907,0.8583690987124464,252,val,classification
0.8361702127659575,0.855958549222798,252,test,classification
0.8663594470046084,0.8534482758620691,253,train,classification
0.8139963167587476,0.859106529209622,253,val,classification
0.8392664509169364,0.8556593977154725,253,test,classification
0.874538745387454,0.9062209842154132,254,train,classification
0.8248378127896199,0.8475499092558983,254,val,classification
0.8171122994652406,0.8562162162162162,254,test,classification
0.8667287977632805,0.9087523277467411,255,train,classification
0.8221198156682028,0.8477666362807658,255,val,classification
0.8460710441334769,0.8528138528138528,255,test,classification
0.8686868686868686,0.9070631970260222,256,train,classification
0.8232044198895027,0.8437217705510388,256,val,classification
0.8387799564270152,0.8599137931034483,256,test,classification
0.8710865561694292,0.9104477611940299,257,train,classification
0.8244972577696528,0.8436363636363637,257,val,classification
0.8237791932059447,0.8509719222462203,257,test,classification
0.8806660499537464,0.9117920148560819,258,train,classification
0.8232044198895027,0.8486486486486486,258,val,classification
0.8051668460710442,0.8589881593110872,258,test,classification
0.8839779005524862,0.9097674418604651,259,train,classification
0.8334866605335786,0.8470588235294118,259,val,classification
0.8404255319148936,0.8522483940042827,259,test,classification
0.8874656907593779,0.9107806691449815,260,train,classification
0.8298068077276909,0.8462929475587704,260,val,classification
0.857451403887689,0.8522483940042827,260,test,classification
0.8770642201834862,0.9106145251396648,261,train,classification
0.8275862068965517,0.8473351400180669,261,val,classification
0.8370607028753994,0.8531618435155413,261,test,classification
0.8403074295473955,0.8510258697591435,262,train,classification
0.8407534246575342,0.8591549295774648,262,val,classification
0.8358817533129459,0.8528784648187633,262,test,classification
0.890524379024839,0.8528099910793934,263,train,classification
0.8362627197039778,0.8591549295774648,263,val,classification
0.8313891834570519,0.8528784648187633,263,test,classification
0.8769657724329325,0.8510258697591435,264,train,classification
0.8344007319304666,0.8581497797356827,264,val,classification
0.840085287846482,0.8501070663811564,264,test,classification
0.8738574040219378,0.8510258697591435,265,train,classification
0.8430656934306571,0.8581497797356827,265,val,classification
0.8413205537806178,0.8501070663811564,265,test,classification
0.8406304728546411,0.8510258697591435,266,train,classification
0.8402777777777778,0.856387665198238,266,val,classification
0.830188679245283,0.851336898395722,266,test,classification
0.8683729433272396,0.857389801210026,267,train,classification
0.8394833948339483,0.8571428571428572,267,val,classification
0.8371584699453553,0.855072463768116,267,test,classification
0.875,0.856649395509499,268,train,classification
0.8201834862385321,0.8571428571428572,268,val,classification
0.8430107526881719,0.855072463768116,268,test,classification
0.8636779505946935,0.8559102674719586,269,train,classification
0.8234217749313815,0.8556701030927836,269,val,classification
0.8302702702702703,0.8526970954356847,269,test,classification
0.8788990825688072,0.8576358930112166,270,train,classification
0.8268876611418048,0.8576329331046312,270,val,classification
0.8268398268398268,0.8535825545171339,270,test,classification
0.8592592592592592,0.8591184096802075,271,train,classification
0.811407543698252,0.8561643835616438,271,val,classification
0.8465608465608466,0.8565488565488565,271,test,classification
0.8456260720411664,0.857389801210026,272,train,classification
0.8312128922815946,0.859106529209622,272,val,classification
0.846790890269151,0.85625,272,test,classification
0.8688372093023257,0.8559102674719586,273,train,classification
0.8350230414746543,0.858611825192802,273,val,classification
0.838012958963283,0.8583333333333334,273,test,classification
0.8713235294117646,0.8559102674719586,274,train,classification
0.8230912476722533,0.8595890410958904,274,val,classification
0.8331539289558664,0.8574401664932363,274,test,classification
0.8769371011850501,0.857389801210026,275,train,classification
0.8232094288304623,0.8605645851154834,275,val,classification
0.8317460317460317,0.8574401664932363,275,test,classification
0.8628519527702089,0.856649395509499,276,train,classification
0.8197621225983531,0.8598290598290598,276,val,classification
0.8179871520342613,0.8583333333333334,276,test,classification
0.8752293577981651,0.856649395509499,277,train,classification
0.8196114708603146,0.8622754491017964,277,val,classification
0.8288482238966632,0.8565488565488565,277,test,classification
0.8658088235294118,0.8594306049822064,278,train,classification
0.8163265306122449,0.8566402814423922,278,val,classification
0.8378088077336198,0.8528784648187633,278,test,classification
0.8907254361799817,0.8551724137931034,279,train,classification
0.8379888268156426,0.863013698630137,279,val,classification
0.8333333333333334,0.8583333333333334,279,test,classification
0.875,0.8559102674719586,280,train,classification
0.8295350957155879,0.862778730703259,280,val,classification
0.8288482238966632,0.8574401664932363,280,test,classification
0.8797061524334251,0.8551724137931034,281,train,classification
0.8316467341306347,0.8613013698630136,281,val,classification
0.8415417558886509,0.8592283628779979,281,test,classification
0.8713235294117646,0.8551724137931034,282,train,classification
0.8085106382978724,0.8620394173093403,282,val,classification
0.8394543546694649,0.8568443051201673,282,test,classification
0.8691674290942362,0.8566340160284951,283,train,classification
0.832876712328767,0.855379188712522,283,val,classification
0.8343949044585988,0.8525641025641025,283,test,classification
0.8793418647166361,0.8551724137931034,284,train,classification
0.815018315018315,0.8613013698630136,284,val,classification
0.8444444444444444,0.8580375782881001,284,test,classification
0.8793418647166361,0.8568965517241379,285,train,classification
0.8234217749313815,0.8598452278589853,285,val,classification
0.8307045215562565,0.8580375782881001,285,test,classification
0.8713235294117646,0.9147141518275539,286,train,classification
0.8425841674249318,0.848375451263538,286,val,classification
0.8474576271186439,0.8525641025641025,286,test,classification
0.866850321395776,0.9138576779026217,287,train,classification
0.8365650969529085,0.8473351400180669,287,val,classification
0.8320855614973263,0.8537886872998932,287,test,classification
0.8760330578512397,0.8576358930112166,288,train,classification
0.8261269549218032,0.8618025751072962,288,val,classification
0.8425531914893618,0.8580375782881001,288,test,classification
0.8763837638376384,0.9143389199255121,289,train,classification
0.831314072693383,0.8456014362657092,289,val,classification
0.832800851970181,0.8549946294307197,289,test,classification
0.8895027624309393,0.9134883720930232,290,train,classification
0.8366972477064221,0.8476702508960573,290,val,classification
0.8214676889375685,0.8531618435155413,290,test,classification
0.8566176470588235,0.9134883720930232,291,train,classification
0.8224637681159421,0.8479427549194991,291,val,classification
0.8347457627118644,0.8525641025641025,291,test,classification
0.8731617647058822,0.8584149599287623,292,train,classification
0.8252516010978957,0.8576449912126537,292,val,classification
0.8208469055374592,0.8537886872998932,292,test,classification
0.8790397045244691,0.8583765112262521,293,train,classification
0.8228782287822878,0.8620394173093403,293,val,classification
0.8491978609625669,0.8568443051201673,293,test,classification
0.8740740740740741,0.914179104477612,294,train,classification
0.8350045578851413,0.8417266187050361,294,val,classification
0.8281750266808965,0.8516129032258064,294,test,classification
0.874538745387454,0.9123134328358209,295,train,classification
0.82277318640955,0.8438061041292639,295,val,classification
0.8267800212539851,0.8547008547008547,295,test,classification
0.8692449355432782,0.8576358930112166,296,train,classification
0.8340888485947416,0.8637532133676092,296,val,classification
0.8237837837837838,0.8571428571428573,296,test,classification
0.8650137741046832,0.9123134328358209,297,train,classification
0.8383658969804619,0.8427672955974844,297,val,classification
0.8319148936170213,0.8547008547008547,297,test,classification
0.8663594470046084,0.854922279792746,298,train,classification
0.832876712328767,0.8637532133676092,298,val,classification
0.8284789644012946,0.8574401664932363,298,test,classification
0.8690807799442898,0.9095992544268406,299,train,classification
0.8221198156682028,0.845878136200717,299,val,classification
0.8362068965517241,0.8547008547008547,299,test,classification
0.8690807799442898,0.9130028063610851,300,train,classification
0.8065693430656935,0.8460846084608462,300,val,classification
0.8369098712446352,0.8528464017185822,300,test,classification
