feature_selection_score,random_selection_score_list,number_of_features,data_set,model_type
0.8571428571428572,"[0.8886827458256029, 0.8721251149954001, 0.8488063660477453, 0.8490077653149266, 0.832625318606627, 0.8630259623992839, 0.8895078922934075, 0.8473413379073756, 0.8460207612456748, 0.8364888123924268, 0.855863921217547, 0.8736263736263736, 0.8772893772893774, 0.8825161887141535, 0.8290155440414507, 0.8404452690166976, 0.8494342906875544, 0.8717472118959106, 0.8688524590163934, 0.844752818733738, 0.8452380952380951, 0.8579285059578369, 0.8539130434782609, 0.8907254361799817, 0.8128916741271263, 0.8548094373865699, 0.8833333333333333, 0.8669131238447321, 0.8422876949740035, 0.8198198198198198, 0.8209083119108826, 0.8653136531365313, 0.8712686567164178, 0.8715083798882681, 0.8496240601503758, 0.8446351931330471, 0.8262748487467589, 0.8293963254593176, 0.8600556070435589, 0.8468634686346863, 0.8419243986254297, 0.8582020389249304, 0.8492678725236864, 0.8298611111111112, 0.8428701180744778, 0.8502581755593804, 0.8330341113105925, 0.837979094076655, 0.8592456301747929, 0.8346320346320346, 0.8309260832625319, 0.86654478976234, 0.851063829787234, 0.850828729281768, 0.8250428816466553, 0.838475499092559, 0.8674033149171271, 0.8761552680221811, 0.8655077767612077, 0.84736355226642, 0.8773234200743494, 0.8425531914893617, 0.8701298701298701, 0.8797061524334251, 0.8602941176470588, 0.8695652173913044, 0.8439716312056736, 0.8743068391866914, 0.8771610555050046, 0.8439108061749572, 0.8408304498269896, 0.8350515463917524, 0.8636779505946935, 0.8434782608695652, 0.8440999138673557, 0.826530612244898, 0.831615120274914, 0.8534923339011924, 0.8436426116838488, 0.8923076923076921, 0.8754646840148699, 0.8579234972677596, 0.8706739526411658, 0.8389904264577893, 0.8371246587807097, 0.8322033898305083, 0.8682745825602968, 0.8406593406593407, 0.8753462603878116, 0.8480138169257341, 0.8833333333333333, 0.8328865058087578, 0.8554216867469879, 0.842832469775475, 0.8502581755593804, 0.8481764206955046, 0.8421052631578947, 0.8420153714773697, 0.8526989935956084, 0.8299319727891157]",112,train,classification
0.8258064516129033,"[0.8501805054151623, 0.8403669724770643, 0.8491228070175438, 0.8520102651839179, 0.844331641285956, 0.8447971781305115, 0.8263254113345522, 0.8512820512820513, 0.8439108061749572, 0.8383751080380294, 0.8591674047829938, 0.8195211786372008, 0.8402903811252269, 0.8467153284671532, 0.8329048843187662, 0.8175865294667913, 0.8451443569553806, 0.8394160583941606, 0.8281535648994516, 0.8483290488431876, 0.8484335309060118, 0.8234217749313815, 0.8590947907771136, 0.8597285067873303, 0.8496503496503496, 0.8050541516245487, 0.8605504587155963, 0.8244824482448245, 0.8367697594501717, 0.8241563055062167, 0.8286445012787724, 0.8178438661710038, 0.8123300090661831, 0.8374205267938238, 0.7951807228915663, 0.8478632478632478, 0.8300258843830889, 0.8541114058355438, 0.8347183748845799, 0.8107109879963066, 0.8445945945945947, 0.84, 0.8542199488491048, 0.8191126279863481, 0.8492417484388939, 0.8556789069171649, 0.826241134751773, 0.8382099827882961, 0.822550831792976, 0.8356164383561644, 0.8398637137989777, 0.8232094288304623, 0.8451957295373664, 0.8233183856502243, 0.831889081455806, 0.8185880250223413, 0.8164383561643835, 0.8255395683453236, 0.8272058823529413, 0.839779005524862, 0.8460829493087558, 0.8358974358974359, 0.8183453237410071, 0.8275229357798165, 0.8203703703703702, 0.84, 0.8496042216358839, 0.8315018315018314, 0.8352835283528353, 0.8535139712108383, 0.8571428571428571, 0.8269394714407502, 0.8374558303886926, 0.8393162393162392, 0.8438818565400844, 0.8294372294372294, 0.8430873621713316, 0.8598290598290598, 0.8344709897610921, 0.8386508659981768, 0.8296296296296297, 0.8363636363636363, 0.8269581056466302, 0.8546562228024368, 0.775435380384968, 0.8464800678541136, 0.8255707762557078, 0.8304623753399819, 0.8424842484248425, 0.8495270851246776, 0.8406337371854614, 0.8396811337466785, 0.8482758620689654, 0.8495270851246776, 0.8573883161512027, 0.8360237892948172, 0.8411712511091393, 0.8464163822525597, 0.8258887876025525, 0.844255319148936]",112,val,classification
0.8360477741585233,"[0.8512035010940918, 0.8398268398268398, 0.8538380651945322, 0.8518134715025907, 0.8424304840370751, 0.8403908794788274, 0.8302300109529026, 0.8536082474226805, 0.845679012345679, 0.8393782383419689, 0.8589881593110872, 0.8269858541893362, 0.8459869848156183, 0.8636859323882223, 0.8307045215562565, 0.799552071668533, 0.8520084566596193, 0.8492849284928492, 0.8447339847991313, 0.8367768595041322, 0.8393039918116684, 0.8190682556879738, 0.8506224066390041, 0.8587075575027382, 0.8196371398078975, 0.8288482238966632, 0.8412874583795782, 0.8306364617044228, 0.8326446280991735, 0.823906083244397, 0.8352331606217617, 0.8311688311688312, 0.8148148148148149, 0.8537886872998932, 0.7908496732026143, 0.8443983402489627, 0.8326446280991735, 0.8400000000000001, 0.8488745980707395, 0.7982646420824295, 0.8390446521287642, 0.8272827282728273, 0.8418891170431211, 0.8169596690796278, 0.854978354978355, 0.8606811145510835, 0.8241525423728814, 0.8331606217616581, 0.8381374722838136, 0.8341915550978374, 0.835209825997953, 0.8203463203463204, 0.8513800424628449, 0.8406417112299465, 0.8331584470094439, 0.8096740273396424, 0.8205689277899344, 0.8387799564270152, 0.8258064516129033, 0.8376623376623378, 0.8395604395604396, 0.8340248962655601, 0.8414239482200647, 0.8327868852459017, 0.8221258134490238, 0.8433734939759036, 0.8397905759162304, 0.8253275109170305, 0.8470588235294116, 0.8414507772020725, 0.8401253918495298, 0.837448559670782, 0.8360128617363344, 0.8254620123203286, 0.8346938775510205, 0.845679012345679, 0.8346774193548387, 0.8521560574948666, 0.8290155440414507, 0.8482238966630785, 0.83684794672586, 0.8218884120171673, 0.836801752464403, 0.8435233160621762, 0.8189655172413792, 0.8382502543234995, 0.8412017167381973, 0.8490153172866521, 0.8354978354978355, 0.8388429752066117, 0.8322147651006713, 0.8352816153028694, 0.8631138975966564, 0.8486096807415037, 0.8633093525179856, 0.8415637860082305, 0.8480340063761955, 0.8445807770961146, 0.823404255319149, 0.8419979612640164]",112,test,classification
0.8560817084493965,"[0.8714676390154967, 0.8861940298507462, 0.8582020389249304, 0.8618481244281794, 0.8558225508317929, 0.8576419213973799, 0.8447098976109215, 0.878003696857671, 0.861111111111111, 0.8698010849909584, 0.8616236162361623, 0.8389904264577893, 0.854895104895105, 0.8600368324125229, 0.8728584310189359, 0.8763837638376384, 0.8786764705882354, 0.8547486033519552, 0.8621646623496763, 0.8868274582560297, 0.8754646840148699, 0.8782287822878229, 0.8178633975481612, 0.8464951197870453, 0.8093587521663779, 0.8657534246575344, 0.8706099815157118, 0.8623853211009175, 0.8482758620689655, 0.871177015755329, 0.8691674290942362, 0.8760330578512397, 0.8437233134073442, 0.8808864265927977, 0.8496176720475785, 0.847926267281106, 0.846815834767642, 0.8692515779981965, 0.8416447944007, 0.8726937269372694, 0.8521739130434782, 0.8658088235294118, 0.8504753673293, 0.8462206776715899, 0.8449014567266494, 0.8416523235800345, 0.8366124893071001, 0.8642659279778393, 0.8852157943067034, 0.8847926267281105, 0.88268156424581, 0.8782287822878229, 0.8692449355432782, 0.852603706972639, 0.8468776732249786, 0.8482060717571298, 0.8340353833192923, 0.8271711092003439, 0.8436681222707423, 0.8357695614789339, 0.872166817769719, 0.8260481712756467, 0.8148837209302324, 0.84736355226642, 0.8417508417508417, 0.8467532467532467, 0.854280510018215, 0.8317677198975235, 0.8327526132404182, 0.8287971905179982, 0.8613678373382625, 0.8778696051423324, 0.8339041095890412, 0.8737511353315169, 0.8477666362807657, 0.8331877729257643, 0.8355321020228672, 0.8091872791519433, 0.8628884826325411, 0.8666666666666668, 0.8785388127853881, 0.8324786324786326, 0.8583916083916083, 0.8804448563484708, 0.8614564831261101, 0.8289703315881327, 0.8641304347826086, 0.8254237288135593, 0.8806660499537464, 0.8801463860933211, 0.8785046728971962, 0.8480138169257341, 0.8280701754385965, 0.8402777777777778, 0.8602941176470588, 0.8751139471285323, 0.8419083255378859, 0.8697247706422019, 0.86654478976234, 0.8258620689655173]",113,train,classification
0.8253676470588235,"[0.8425760286225402, 0.8226691042047534, 0.8303985171455052, 0.8312159709618875, 0.8257713248638838, 0.8598781549173194, 0.8214285714285715, 0.8331797235023041, 0.8308550185873605, 0.8252516010978957, 0.8115134633240483, 0.8363636363636363, 0.8633217993079585, 0.8438893844781445, 0.8328716528162513, 0.8412408759124087, 0.8308823529411764, 0.8234200743494422, 0.8389444949954504, 0.8555758683729433, 0.8268359020852222, 0.8278985507246377, 0.8286219081272085, 0.8459483526268923, 0.8195876288659795, 0.8138686131386861, 0.8428571428571429, 0.8446069469835468, 0.8532654792196777, 0.84375, 0.8359020852221215, 0.8205128205128206, 0.841927303465765, 0.8287292817679559, 0.8527918781725888, 0.8214936247723132, 0.8493617021276596, 0.8472468916518651, 0.8493617021276596, 0.8495412844036697, 0.8561584840654608, 0.8113553113553114, 0.8495726495726497, 0.8515021459227468, 0.8412969283276449, 0.8477157360406091, 0.8264182895850973, 0.8462929475587704, 0.8365296803652967, 0.8430656934306571, 0.848987108655617, 0.8253676470588235, 0.8181818181818182, 0.8540925266903915, 0.8503803888419273, 0.8168761220825853, 0.8501683501683501, 0.8238297872340427, 0.8517887563884157, 0.8462192013593883, 0.8386508659981768, 0.8378378378378379, 0.8072727272727273, 0.8193430656934306, 0.836424957841484, 0.8552074513124471, 0.8251121076233184, 0.8294772922022279, 0.8452173913043478, 0.8449477351916377, 0.8359303391384051, 0.8545288197621225, 0.8445199660152932, 0.833634719710669, 0.8131868131868131, 0.849740932642487, 0.832618025751073, 0.8172992056487203, 0.8249097472924188, 0.8442028985507246, 0.84, 0.8202054794520548, 0.8536796536796537, 0.8520179372197308, 0.8538116591928251, 0.8333333333333334, 0.8144796380090498, 0.8384353741496599, 0.8460829493087558, 0.8327205882352942, 0.8344125809435708, 0.8471615720524017, 0.8393327480245829, 0.8512820512820513, 0.8265947888589398, 0.8394160583941606, 0.8381818181818184, 0.8223443223443223, 0.8435498627630375, 0.8386540120793788]",113,val,classification
0.8376623376623378,"[0.8459915611814345, 0.8250539956803454, 0.8302300109529026, 0.8268398268398268, 0.8211206896551725, 0.8604651162790699, 0.8240081383519837, 0.8408602150537634, 0.8417582417582418, 0.8155555555555555, 0.8287292817679559, 0.8400000000000001, 0.86875, 0.8313641245972072, 0.8373101952277657, 0.843956043956044, 0.8356909684439608, 0.8342602892102337, 0.8180839612486545, 0.8537117903930131, 0.8459869848156183, 0.8394793926247289, 0.8218884120171673, 0.8435814455231931, 0.8125654450261781, 0.8118161925601751, 0.8501594048884166, 0.8294314381270903, 0.8404588112617309, 0.8421052631578948, 0.8302702702702703, 0.8469055374592834, 0.8404040404040404, 0.8322440087145969, 0.846311475409836, 0.8388473852721452, 0.8532778355879292, 0.8354700854700854, 0.8485477178423237, 0.847682119205298, 0.8493723849372385, 0.8193548387096774, 0.8430962343096234, 0.8373056994818653, 0.8426501035196687, 0.8357289527720739, 0.8329938900203665, 0.839344262295082, 0.8391304347826086, 0.8440567066521265, 0.8437158469945354, 0.811049723756906, 0.8346111719605696, 0.8488745980707395, 0.8494845360824742, 0.796116504854369, 0.8386433710174717, 0.8279457768508863, 0.8580310880829016, 0.834871794871795, 0.8624862486248625, 0.8396946564885496, 0.7947310647639957, 0.8210757409440176, 0.8223350253807106, 0.8221105527638191, 0.8249194414607949, 0.8323108384458079, 0.8389830508474576, 0.8430962343096234, 0.8327868852459017, 0.845564074479737, 0.8482972136222909, 0.8292682926829269, 0.8069792802617229, 0.8225469728601252, 0.8322981366459627, 0.8269430051813472, 0.8376068376068376, 0.8430107526881719, 0.8286334056399132, 0.8266666666666665, 0.8390446521287642, 0.8374596340150701, 0.841991341991342, 0.8322981366459627, 0.8213507625272332, 0.8282208588957056, 0.8565264293419632, 0.8299024918743229, 0.8458149779735684, 0.8469601677148848, 0.8251599147121536, 0.8164556962025316, 0.8435814455231931, 0.8421052631578948, 0.8351409978308026, 0.8355263157894737, 0.8329718004338394, 0.8333333333333334]",113,test,classification
0.8584729981378026,"[0.8311688311688311, 0.8509905254091299, 0.8708220415537488, 0.8638059701492536, 0.8385964912280702, 0.8604444444444443, 0.8318425760286225, 0.8612873980054396, 0.8310344827586206, 0.8131868131868133, 0.8453796889295516, 0.8700460829493087, 0.8561215370866846, 0.8260497000856898, 0.8302872062663185, 0.8500851788756388, 0.8350515463917524, 0.8571428571428571, 0.8425760286225403, 0.8372093023255814, 0.8660550458715597, 0.8755760368663594, 0.8695652173913044, 0.8306306306306307, 0.8490393412625801, 0.8670944087992667, 0.8852157943067034, 0.8208296557811121, 0.8664799253034546, 0.8317349607672188, 0.8732654949121185, 0.8666053357865685, 0.8369283865401208, 0.8788159111933396, 0.8320278503046127, 0.8341880341880341, 0.8427454387489138, 0.8306878306878307, 0.8650646950092422, 0.8694852941176471, 0.8361086765994741, 0.858447488584475, 0.8556789069171649, 0.8767377201112141, 0.8828337874659401, 0.8663594470046084, 0.859504132231405, 0.8729281767955801, 0.8334771354616048, 0.813780260707635, 0.8864265927977839, 0.8621646623496763, 0.8703703703703703, 0.8307967770814683, 0.8494623655913979, 0.8730593607305936, 0.8219409282700423, 0.8243601059135041, 0.8495726495726496, 0.8423772609819121, 0.8304498269896194, 0.8149405772495755, 0.8265486725663718, 0.871177015755329, 0.8546712802768166, 0.8661126500461681, 0.8216216216216216, 0.8798521256931608, 0.827054794520548, 0.8410256410256411, 0.8709377901578458, 0.846894138232721, 0.8474870017331022, 0.8709972552607501, 0.8682027649769586, 0.8437499999999999, 0.8733705772811917, 0.8462206776715899, 0.8584729981378026, 0.8682745825602968, 0.8306306306306307, 0.8295165394402036, 0.8784530386740331, 0.8334817453250223, 0.8445642407906558, 0.8659217877094972, 0.8318098720292503, 0.8626373626373627, 0.8635097493036211, 0.8590947907771136, 0.8265746333045729, 0.8663003663003662, 0.8689275893675528, 0.8467153284671532, 0.8631772268135904, 0.8683729433272396, 0.8464223385689353, 0.8767123287671232, 0.8710865561694292, 0.845890410958904]",114,train,classification
0.8254847645429362,"[0.833190761334474, 0.8478632478632478, 0.8192552225249772, 0.8205128205128206, 0.827344434706398, 0.8556149732620322, 0.8203753351206435, 0.8357400722021661, 0.8319039451114922, 0.7967625899280576, 0.8252252252252252, 0.8420091324200913, 0.8407871198568874, 0.8330464716006885, 0.8394222599830077, 0.8456947996589941, 0.8350340136054422, 0.8307692307692308, 0.840321141837645, 0.8324873096446701, 0.8333333333333334, 0.8419117647058822, 0.825070159027128, 0.8357400722021661, 0.8095676172953081, 0.8311229000884174, 0.8294501397949674, 0.8397212543554008, 0.8318098720292505, 0.8339100346020761, 0.8328716528162513, 0.837465564738292, 0.8305084745762711, 0.8345724907063197, 0.8174672489082969, 0.8438818565400844, 0.8520102651839179, 0.8501314636283962, 0.8224471021159153, 0.843263061411549, 0.8591184096802074, 0.8169522091974752, 0.8669527896995709, 0.8342245989304813, 0.8232142857142858, 0.8361990950226245, 0.844890510948905, 0.8402154398563735, 0.8283518360375747, 0.8072727272727273, 0.8267148014440433, 0.8150873965041399, 0.8150873965041399, 0.8334801762114538, 0.8647686832740213, 0.8415300546448089, 0.8354218880534671, 0.8251996450754214, 0.849785407725322, 0.8466152527849186, 0.8375325803649002, 0.8091603053435115, 0.8459530026109662, 0.8290909090909092, 0.8622754491017964, 0.8118081180811807, 0.8134991119005328, 0.8563636363636363, 0.8387650085763294, 0.8427350427350427, 0.8318264014466548, 0.8508098891730604, 0.8527131782945736, 0.8493647912885661, 0.8272727272727273, 0.8250652741514362, 0.8424976700838769, 0.8398268398268399, 0.8407643312101912, 0.8209934395501405, 0.8399280575539568, 0.8378378378378378, 0.8403669724770643, 0.8383128295254832, 0.8363309352517985, 0.8393021120293848, 0.8148148148148148, 0.822141560798548, 0.8275862068965517, 0.859603789836348, 0.8323301805674979, 0.8310991957104558, 0.821167883211679, 0.7959372114496768, 0.8194945848375451, 0.8377153218495014, 0.8383233532934132, 0.8208955223880596, 0.8377153218495014, 0.8535139712108383]",114,val,classification
0.8408602150537634,"[0.8223350253807106, 0.8345473465140478, 0.8462354188759279, 0.8382193268186754, 0.8177028451001053, 0.8414239482200647, 0.8200654307524538, 0.8313384113166485, 0.8314606741573033, 0.8077753779697624, 0.8209606986899564, 0.8265193370165745, 0.8385698808234019, 0.8393039918116684, 0.8316008316008316, 0.8319672131147541, 0.8285714285714286, 0.8340517241379309, 0.8528138528138528, 0.8168724279835391, 0.8366013071895425, 0.8435814455231931, 0.828415300546448, 0.8219780219780219, 0.8278867102396514, 0.8312236286919831, 0.8353591160220994, 0.8265835929387332, 0.8438177874186551, 0.8236536430834213, 0.8469055374592834, 0.8492849284928492, 0.8436213991769548, 0.8287895310796075, 0.8307045215562565, 0.8213925327951563, 0.857736240913811, 0.8437832093517533, 0.8437158469945354, 0.8489525909592062, 0.8314374353671148, 0.8232711306256861, 0.842323651452282, 0.8306709265175719, 0.8406417112299465, 0.8310010764262649, 0.8285410010649628, 0.84796573875803, 0.8383733055265902, 0.796926454445664, 0.8534201954397393, 0.8201117318435754, 0.8410596026490067, 0.8428874734607219, 0.8444924406047516, 0.8506493506493507, 0.8245967741935485, 0.8207847295864262, 0.8472505091649695, 0.8395833333333333, 0.8371134020618557, 0.8109201213346814, 0.8499475341028332, 0.8302300109529026, 0.8538860103626943, 0.8357221609702314, 0.8264110756123536, 0.8670391061452514, 0.8227979274611398, 0.8340163934426229, 0.8430107526881719, 0.8359133126934984, 0.8493723849372385, 0.8394004282655247, 0.851851851851852, 0.8467153284671534, 0.8558951965065502, 0.8410041841004183, 0.843956043956044, 0.823906083244397, 0.8443960826985855, 0.8321318228630278, 0.8458149779735684, 0.8319148936170213, 0.843918191603875, 0.8237837837837838, 0.8131147540983606, 0.8289473684210527, 0.8435072142064374, 0.8501026694045174, 0.8368200836820084, 0.8306709265175719, 0.8378672470076169, 0.7937915742793792, 0.8297872340425533, 0.8327868852459017, 0.8392484342379958, 0.8356605800214824, 0.8326271186440678, 0.8375893769152196]",114,test,classification
0.8576744186046511,"[0.8363954505686789, 0.8337639965546942, 0.8293515358361775, 0.8297690333618477, 0.837909654561559, 0.8251748251748252, 0.8472727272727272, 0.859375, 0.8455565142364107, 0.8754578754578755, 0.8618784530386739, 0.871559633027523, 0.8760330578512397, 0.8343558282208589, 0.8795518207282913, 0.8142857142857143, 0.8694029850746269, 0.8748841519925858, 0.8613953488372094, 0.8672727272727273, 0.8566142460684553, 0.8547945205479452, 0.8336221837088388, 0.8579234972677596, 0.8438356164383561, 0.827027027027027, 0.8532608695652175, 0.831304347826087, 0.8666085440278989, 0.834507042253521, 0.8391003460207612, 0.8384279475982533, 0.8267581475128646, 0.8640275387263339, 0.832904884318766, 0.8724584103512014, 0.8478073946689595, 0.8417450812660394, 0.8582159624413146, 0.8353765323992994, 0.8333333333333334, 0.8260497000856898, 0.846503178928247, 0.857391304347826, 0.8615948670944089, 0.8608534322820037, 0.8489583333333333, 0.8361683079677709, 0.8845437616387337, 0.8803652968036529, 0.8655077767612077, 0.8608058608058607, 0.888684452621895, 0.8440207972270364, 0.8360655737704918, 0.8195555555555555, 0.8281389136242209, 0.8675799086757991, 0.8756756756756756, 0.8402471315092674, 0.8476702508960572, 0.8725581395348837, 0.8198970840480275, 0.8709972552607501, 0.8623853211009175, 0.845360824742268, 0.8589743589743589, 0.8421052631578947, 0.8317677198975235, 0.8700460829493087, 0.8211453744493392, 0.8387096774193549, 0.8765088207985144, 0.8148837209302324, 0.8303186907838072, 0.885036496350365, 0.8371696504688831, 0.8472821397756687, 0.8426483233018056, 0.8419117647058824, 0.852112676056338, 0.8238341968911918, 0.8722222222222221, 0.8426395939086294, 0.8384353741496597, 0.8350694444444444, 0.8547486033519552, 0.8476027397260273, 0.82174688057041, 0.8433945756780402, 0.8373702422145328, 0.861111111111111, 0.87569573283859, 0.8698060941828255, 0.8512467755803955, 0.849785407725322, 0.8451668092386655, 0.8522039757994814, 0.8644688644688644, 0.8784530386740331]",115,train,classification
0.8258064516129033,"[0.8329004329004329, 0.8425531914893617, 0.8408510638297872, 0.8421052631578947, 0.8503521126760563, 0.831889081455806, 0.8263254113345522, 0.8603448275862069, 0.8261238337574215, 0.8201438848920863, 0.8447653429602888, 0.8368277119416591, 0.8477292965271593, 0.8296943231441049, 0.8258064516129033, 0.8444055944055945, 0.834703196347032, 0.8120989917506876, 0.84, 0.8422939068100358, 0.8512544802867383, 0.8138056312443233, 0.8448566610455311, 0.8362305580969808, 0.8191681735985534, 0.8365896980461812, 0.8209764918625677, 0.8476595744680852, 0.8633594429939078, 0.831858407079646, 0.8354646206308611, 0.8333333333333334, 0.8455565142364107, 0.8556430446194226, 0.8350515463917526, 0.823529411764706, 0.8456260720411664, 0.8522920203735144, 0.8118081180811807, 0.8405286343612335, 0.8455008488964347, 0.8356164383561644, 0.8257372654155496, 0.8581314878892734, 0.8275229357798165, 0.8336448598130841, 0.8344709897610921, 0.8228980322003577, 0.8342541436464088, 0.8359020852221215, 0.8420091324200913, 0.8185961713764814, 0.8265947888589398, 0.849785407725322, 0.7934485896269337, 0.8137082601054482, 0.8374558303886926, 0.8429752066115702, 0.8427787934186474, 0.8498683055311678, 0.8500443655723159, 0.8313796212804327, 0.8398340248962657, 0.8359020852221215, 0.8238532110091742, 0.8348856900931414, 0.8191881918819188, 0.8509532062391681, 0.8151898734177216, 0.8438356164383563, 0.8266438941076003, 0.845021645021645, 0.8333333333333334, 0.8072727272727273, 0.8356401384083044, 0.8520179372197308, 0.8513169073916739, 0.8534258456201214, 0.8495270851246776, 0.7978723404255319, 0.853658536585366, 0.8360237892948172, 0.8424908424908425, 0.8417508417508417, 0.8486897717666949, 0.8209083119108825, 0.8336414048059149, 0.8573883161512027, 0.8362676056338028, 0.8493870402802102, 0.849220103986135, 0.8360957642725598, 0.8406593406593407, 0.8313796212804327, 0.8493150684931507, 0.8581138487680543, 0.8434559452523525, 0.849785407725322, 0.8240574506283662, 0.829981718464351]",115,val,classification
0.8396124865446716,"[0.8352331606217617, 0.8383733055265902, 0.8389743589743589, 0.8442211055276382, 0.8425531914893618, 0.8306709265175719, 0.8047464940668824, 0.8295687885010267, 0.8355464759959143, 0.8484848484848485, 0.8508771929824562, 0.8478964401294499, 0.8408602150537634, 0.8354430379746836, 0.8407367280606717, 0.826271186440678, 0.8243243243243243, 0.8525296017222821, 0.8512931034482758, 0.8462377317339149, 0.8127753303964758, 0.8302300109529026, 0.8162436548223351, 0.8484187568157033, 0.8104575163398693, 0.8250539956803454, 0.8292158968850699, 0.8385093167701863, 0.8639667705088265, 0.8385026737967913, 0.8360995850622407, 0.8386433710174717, 0.8366285119667013, 0.8491735537190082, 0.8389121338912133, 0.8299024918743229, 0.8515057113187954, 0.8418891170431211, 0.8008658008658008, 0.8336842105263157, 0.8335035750766088, 0.8302658486707567, 0.8184679958027283, 0.8505747126436781, 0.8240534521158129, 0.8492849284928492, 0.8383110195674564, 0.8222698072805139, 0.8263736263736263, 0.8352816153028694, 0.8511087645195353, 0.8153005464480875, 0.8360128617363344, 0.8354166666666666, 0.8098818474758325, 0.8347457627118644, 0.8340336134453782, 0.8473451327433629, 0.8344226579520697, 0.8443496801705758, 0.8363636363636363, 0.822882288228823, 0.8385155466399197, 0.8264642082429501, 0.8056768558951964, 0.8285714285714286, 0.8251900108577634, 0.8411214953271027, 0.8253012048192772, 0.8364030335861322, 0.817047817047817, 0.8442105263157895, 0.840958605664488, 0.7947310647639957, 0.8253638253638254, 0.8469827586206897, 0.8568464730290457, 0.8443983402489627, 0.8376963350785341, 0.8186638388123011, 0.849686847599165, 0.8300720906282183, 0.8324324324324324, 0.8466257668711655, 0.8365095285857572, 0.8258196721311476, 0.8079470198675497, 0.8466257668711655, 0.8301486199575372, 0.8511530398322852, 0.8473520249221183, 0.8301886792452831, 0.8346281908990012, 0.8306010928961749, 0.8474923234390992, 0.852760736196319, 0.8295687885010267, 0.842323651452282, 0.8286334056399132, 0.8293736501079914]",115,test,classification
0.8534322820037106,"[0.8043875685557588, 0.8860528714676389, 0.871889400921659, 0.8755760368663594, 0.8605724838411818, 0.8395061728395061, 0.8817005545286506, 0.8391003460207612, 0.8486956521739131, 0.8686131386861313, 0.8449744463373083, 0.8737327188940093, 0.8821917808219177, 0.8505154639175257, 0.8443680137575237, 0.830155979202773, 0.8539130434782609, 0.8248888888888889, 0.8534798534798534, 0.8355321020228672, 0.8558139534883721, 0.8599464763603926, 0.8542435424354243, 0.8644688644688644, 0.8597957288765089, 0.8615664845173042, 0.8588640275387264, 0.8529680365296803, 0.851024208566108, 0.8394618834080717, 0.8482220294882914, 0.8730593607305936, 0.8318425760286225, 0.8360237892948174, 0.8494342906875544, 0.8747697974217311, 0.8746569075937787, 0.8642201834862385, 0.8235294117647058, 0.8486394557823128, 0.8574040219378428, 0.8696461824953444, 0.8284734133790738, 0.8564058469475494, 0.8252595155709342, 0.8363324764353042, 0.8784530386740331, 0.8683729433272396, 0.8708487084870848, 0.873394495412844, 0.8324786324786326, 0.8548094373865699, 0.8592730661696178, 0.8520102651839179, 0.8803652968036529, 0.8388214904679375, 0.8384879725085912, 0.849956634865568, 0.8675799086757991, 0.8484848484848484, 0.8551483420593367, 0.8682027649769586, 0.8385416666666666, 0.845890410958904, 0.8410886742756805, 0.8447098976109215, 0.8257042253521126, 0.8409506398537476, 0.8505154639175257, 0.8537258509659613, 0.8717948717948718, 0.8755760368663594, 0.8452270620945319, 0.830122591943958, 0.8535262206148282, 0.8827331486611265, 0.8363324764353042, 0.8361774744027304, 0.855924978687127, 0.8884792626728111, 0.8486956521739131, 0.8358714043993231, 0.8582089552238806, 0.8544776119402985, 0.8320000000000001, 0.8263473053892216, 0.8340498710232158, 0.8347529812606472, 0.8769371011850501, 0.8288770053475936, 0.8392701998262381, 0.8626373626373627, 0.8327526132404182, 0.8707607699358387, 0.8707607699358387, 0.8664192949907236, 0.8608294930875576, 0.8391489361702127, 0.8296422487223168, 0.8579285059578369]",116,train,classification
