feature_selection_score,random_selection_score_list,number_of_features,data_set,model_type
0.8286995515695067,"[0.8091068301225919, 0.8345454545454545, 0.778175313059034, 0.8304307974335472, 0.8216123499142367, 0.8307692307692308, 0.846153846153846, 0.8275229357798165, 0.8231173380035026, 0.8466483011937557, 0.8047445255474452, 0.8085106382978723, 0.811252268602541, 0.8441203281677302, 0.826007326007326, 0.8234250221827861, 0.8228176318063959, 0.7996289424860853, 0.8006962576153176, 0.8156996587030717, 0.815018315018315, 0.8385416666666666, 0.8321033210332103, 0.8334801762114536, 0.8244824482448245, 0.806509945750452, 0.8529680365296803, 0.822141560798548, 0.8438308886971527, 0.8394849785407725, 0.8376383763837638, 0.8079350766456268, 0.7845303867403315, 0.8010999083409717, 0.8039747064137308, 0.8010247651579846, 0.8379588182632051, 0.8231046931407942, 0.8207461328480437, 0.8131487889273356, 0.8054794520547947, 0.7923147301006406, 0.8035242290748899, 0.8416447944007, 0.8316467341306347, 0.8055045871559633, 0.8175675675675677, 0.7719609582963621, 0.8220183486238533, 0.8301544050862852, 0.8308823529411764, 0.7981818181818181, 0.8161024702653248, 0.7926267281105991, 0.8285976168652612, 0.8476454293628808, 0.7882454624027657, 0.8225108225108225, 0.8293515358361775, 0.8177697189483227, 0.8178506375227687, 0.8211306765523634, 0.8402777777777778, 0.819420783645656, 0.8152866242038217, 0.8323090430201932, 0.8292237442922374, 0.8533834586466165, 0.8340888485947415, 0.8017621145374448, 0.8092783505154639, 0.832286995515695, 0.7939068100358423, 0.8302919708029197, 0.8214936247723134, 0.8324324324324324, 0.8188976377952755, 0.8333333333333333, 0.8161024702653248, 0.8017699115044247, 0.8558951965065502, 0.8389904264577893, 0.8121645796064401, 0.8315217391304347, 0.8522522522522523, 0.8315217391304347, 0.7928888888888889, 0.8255707762557078, 0.8161024702653248, 0.8021680216802168, 0.8486486486486486, 0.8106255355612682, 0.8545454545454545, 0.853211009174312, 0.8105167724388032, 0.837465564738292, 0.8041958041958043, 0.8431734317343172, 0.8247248094834886, 0.8097731239092496]",55,train,classification
0.7870036101083033,"[0.8388214904679376, 0.8011100832562443, 0.7843833185448092, 0.8111011638316921, 0.8329048843187662, 0.8320545609548168, 0.8194317140238313, 0.8018099547511311, 0.8367697594501717, 0.8014842300556586, 0.7887067395264117, 0.8313796212804327, 0.7918215613382898, 0.8118081180811807, 0.8210332103321033, 0.826503923278117, 0.8294372294372294, 0.7853795688847236, 0.8192771084337348, 0.8157669237360754, 0.8105726872246695, 0.8522336769759451, 0.8149498632634458, 0.8385964912280702, 0.8072072072072072, 0.8322869955156951, 0.8599819331526648, 0.7941445562671547, 0.8415672913117547, 0.8435374149659864, 0.8406840684068406, 0.8191489361702128, 0.7952468007312614, 0.77910174152154, 0.7908208296557812, 0.8132992327365728, 0.8174532502226179, 0.8036866359447006, 0.8370837083708371, 0.8102127659574467, 0.799637352674524, 0.821203953279425, 0.8171673819742489, 0.8554319931565442, 0.8076572470373746, 0.7883742052679383, 0.8451882845188283, 0.804159445407279, 0.827027027027027, 0.7989228007181328, 0.793418647166362, 0.8091743119266055, 0.8007312614259599, 0.7773722627737226, 0.8273972602739726, 0.8206071757129715, 0.7969283276450513, 0.8310580204778157, 0.8404074702886247, 0.8100810081008102, 0.8018181818181819, 0.7967032967032966, 0.8377682403433475, 0.8314798973481609, 0.8050314465408805, 0.828300258843831, 0.8124428179322964, 0.8170055452865064, 0.8315602836879433, 0.8014311270125224, 0.8118143459915612, 0.8212389380530974, 0.7943009795191452, 0.8129496402877697, 0.7807097361237488, 0.8391111111111113, 0.8240418118466899, 0.8310991957104558, 0.8105646630236794, 0.8130511463844798, 0.8422876949740035, 0.8466257668711655, 0.8171478565179351, 0.8267148014440433, 0.8257372654155496, 0.8127208480565372, 0.8067078552515445, 0.7981481481481482, 0.7880434782608696, 0.7992733878292462, 0.8167730173199634, 0.8090832632464257, 0.8346883468834688, 0.8275862068965517, 0.7863554757630162, 0.8232142857142858, 0.8195292066259807, 0.7947019867549668, 0.8371696504688833, 0.8064516129032258]",55,val,classification
0.815677966101695,"[0.824634655532359, 0.79734219269103, 0.8012618296529969, 0.8159311087190527, 0.8278688524590164, 0.8299595141700404, 0.8353326063249727, 0.8054968287526427, 0.8153526970954356, 0.8074398249452954, 0.7857911733046288, 0.8134490238611713, 0.8026315789473685, 0.8289473684210527, 0.8205128205128205, 0.817891373801917, 0.8151950718685831, 0.7836644591611479, 0.7941787941787942, 0.8081632653061225, 0.8193548387096774, 0.8268041237113402, 0.810989010989011, 0.8218884120171673, 0.8123011664899257, 0.8100987925356752, 0.8444924406047516, 0.8090614886731391, 0.8428720083246618, 0.8459958932238193, 0.8231441048034934, 0.815677966101695, 0.7862679955703211, 0.8067581837381205, 0.7987551867219916, 0.8167860798362333, 0.8131634819532909, 0.815450643776824, 0.8226332970620239, 0.819571865443425, 0.8187772925764193, 0.7973997833152763, 0.80338266384778, 0.8292181069958847, 0.8147345612134345, 0.8047464940668824, 0.8323232323232324, 0.7869884575026233, 0.8146551724137931, 0.8137044967880086, 0.8035126234906697, 0.8056460369163952, 0.8090614886731391, 0.7776560788608983, 0.8074398249452954, 0.8245614035087719, 0.7963152507676562, 0.8045267489711934, 0.8230535894843277, 0.8112798264642082, 0.8202368137782563, 0.8081457663451233, 0.8243801652892563, 0.8242424242424242, 0.7983104540654699, 0.8415637860082305, 0.778021978021978, 0.8147321428571429, 0.8152173913043479, 0.8055555555555555, 0.8260427263479146, 0.8184747583243823, 0.7914893617021277, 0.8220064724919095, 0.8096809680968098, 0.8540540540540541, 0.8008255933952529, 0.835978835978836, 0.8021621621621622, 0.7987486965589154, 0.8343815513626834, 0.8298755186721992, 0.8253968253968254, 0.8213903743315508, 0.8351409978308026, 0.8211206896551725, 0.7842720510095642, 0.8147345612134345, 0.7923322683706071, 0.8112798264642082, 0.8172972972972973, 0.8099502487562189, 0.8223896663078579, 0.8374596340150701, 0.792079207920792, 0.8308026030368764, 0.8120456905503635, 0.7946127946127945, 0.8260427263479146, 0.8178053830227744]",55,test,classification
0.8293577981651377,"[0.8321799307958478, 0.822141560798548, 0.8021680216802168, 0.8223255813953488, 0.8239564428312159, 0.8153564899451554, 0.8007312614259597, 0.8503649635036495, 0.823931623931624, 0.8594890510948905, 0.8279668813247469, 0.8328716528162513, 0.8134135855546, 0.8433734939759036, 0.8177855274629469, 0.7866786678667866, 0.8426763110307413, 0.851952770208901, 0.8238341968911918, 0.8382352941176471, 0.817946505608283, 0.8339416058394161, 0.8128807658833768, 0.8171846435100549, 0.8393021120293848, 0.810671256454389, 0.8102658111824014, 0.8367899008115419, 0.8082545141874463, 0.8130671506352087, 0.8137432188065099, 0.8404740200546945, 0.8395721925133689, 0.8181026979982593, 0.8344007319304667, 0.8553113553113554, 0.8142726440988106, 0.8216911764705883, 0.8390064397424103, 0.8390697674418605, 0.7850467289719627, 0.8123300090661832, 0.8196428571428571, 0.8404740200546945, 0.8312829525483305, 0.8344125809435707, 0.8218181818181818, 0.8128807658833768, 0.8167808219178082, 0.8302919708029197, 0.8420091324200915, 0.8163620539599651, 0.8237347294938918, 0.8167441860465117, 0.8219424460431656, 0.8337975858867223, 0.8196114708603145, 0.8420138888888888, 0.8477064220183486, 0.818014705882353, 0.8116938950988821, 0.8305709023941069, 0.814621409921671, 0.8303186907838072, 0.8240418118466899, 0.8047945205479453, 0.7924850555081127, 0.8007149240393209, 0.853236098450319, 0.8485947416137806, 0.8125530110262934, 0.8422971741112124, 0.8247978436657681, 0.8246869409660107, 0.814487632508834, 0.8271068635968722, 0.8261269549218031, 0.8568790397045245, 0.8344709897610922, 0.8366972477064221, 0.8132427843803056, 0.8410078192875761, 0.8439716312056736, 0.8456621004566209, 0.8028933092224232, 0.8260497000856898, 0.8395061728395061, 0.8353048225659689, 0.8080438756855576, 0.8373382624768946, 0.8398902104300092, 0.8082191780821919, 0.8217194570135746, 0.841296928327645, 0.8278201865988125, 0.850044365572316, 0.8042895442359249, 0.8201438848920862, 0.7734806629834254, 0.8340971585701191]",56,train,classification
0.7844202898550725,"[0.8445945945945947, 0.7938517179023508, 0.7992733878292462, 0.8022181146025879, 0.8043282236248874, 0.8119349005424955, 0.7704626334519572, 0.8247048138056312, 0.8054607508532423, 0.8343891402714932, 0.7996389891696751, 0.8072727272727273, 0.7873612297181897, 0.8385933273219116, 0.8003518029903255, 0.7827648114901257, 0.8238434163701066, 0.8327272727272726, 0.823931623931624, 0.8152866242038216, 0.8222029488291414, 0.8076225045372051, 0.803770351328192, 0.7978142076502732, 0.8316831683168318, 0.8252344416027282, 0.7803992740471869, 0.8447971781305115, 0.8341968911917098, 0.7934782608695653, 0.8065693430656935, 0.8304623753399819, 0.7921146953405018, 0.8189655172413793, 0.8098271155595995, 0.8293118856121537, 0.7887067395264117, 0.818926296633303, 0.8111011638316921, 0.7838086476540937, 0.7688022284122562, 0.8075539568345323, 0.8071428571428573, 0.8107606679035251, 0.8293103448275863, 0.7855153203342617, 0.8050541516245487, 0.8119658119658121, 0.815450643776824, 0.8230008984725966, 0.8394160583941606, 0.8330464716006885, 0.8229166666666667, 0.7855153203342617, 0.7996422182468695, 0.7996306555863344, 0.8148148148148148, 0.8351836037574722, 0.8310749774164409, 0.8139321723189733, 0.8178694158075601, 0.8391224862888482, 0.8198121263877028, 0.8360515021459227, 0.8162911611785095, 0.8287671232876712, 0.8130762782900253, 0.8246696035242291, 0.8353265869365225, 0.821071752951862, 0.823728813559322, 0.8100358422939068, 0.8029330889092575, 0.8322981366459627, 0.819047619047619, 0.8321799307958478, 0.8029739776951672, 0.8268359020852222, 0.8458961474036851, 0.8176795580110496, 0.830379746835443, 0.830318690783807, 0.8471615720524017, 0.8292682926829268, 0.7818343722172753, 0.8224137931034483, 0.8336221837088388, 0.8256549232158987, 0.8104693140794224, 0.820419325432999, 0.7894736842105263, 0.8337595907928389, 0.8129496402877697, 0.8375209380234506, 0.8256107834877843, 0.8488063660477453, 0.8031496062992127, 0.8057296329453895, 0.773841961852861, 0.8224471021159153]",56,val,classification
0.8051391862955032,"[0.8203530633437174, 0.7991266375545851, 0.8112798264642082, 0.8122270742358078, 0.8089171974522292, 0.8236582694414021, 0.7610993657505286, 0.8267543859649124, 0.8266666666666665, 0.8228941684665227, 0.7891891891891891, 0.8090614886731391, 0.8037578288100209, 0.8405172413793104, 0.8151260504201681, 0.7909967845659163, 0.8345784418356457, 0.836283185840708, 0.8385786802030458, 0.8097886540600667, 0.8295218295218295, 0.8057080131723381, 0.8203530633437174, 0.8209606986899564, 0.8329718004338394, 0.8247213779128673, 0.7991407089151451, 0.8259023354564756, 0.8300312825860271, 0.7987220447284344, 0.8118393234672305, 0.8344226579520697, 0.7947882736156353, 0.8254620123203286, 0.8246968026460861, 0.8421052631578949, 0.7930660888407367, 0.8013318534961152, 0.8311688311688312, 0.7969094922737306, 0.7716535433070867, 0.8189845474613686, 0.816542948038176, 0.8338762214983714, 0.8389121338912133, 0.8231511254019293, 0.8078602620087335, 0.8032619775739043, 0.8020725388601035, 0.8177966101694916, 0.8307692307692307, 0.8123711340206186, 0.8340248962655601, 0.8212351029252438, 0.8106951871657753, 0.8079470198675497, 0.8251900108577634, 0.8106995884773662, 0.8457389428263214, 0.7938596491228069, 0.8273009307135469, 0.8273615635179153, 0.8127572016460904, 0.8154943934760448, 0.8225469728601252, 0.8171368861024033, 0.8101522842639592, 0.821505376344086, 0.8459869848156183, 0.8291621327529923, 0.811740890688259, 0.8310598111227702, 0.8047982551799345, 0.8221512247071353, 0.8008342022940563, 0.8348530901722391, 0.8170865279299014, 0.82, 0.8383838383838385, 0.8108695652173914, 0.827021494370522, 0.8403361344537814, 0.8373557187827911, 0.8313641245972072, 0.7816826411075612, 0.841995841995842, 0.827438370846731, 0.8250539956803454, 0.8049052396878484, 0.8275109170305677, 0.7948164146868251, 0.8263103802672147, 0.8013172338090011, 0.8280773143438453, 0.8204592901878914, 0.8423280423280423, 0.8008519701810438, 0.8146596858638744, 0.7863436123348018, 0.8081896551724138]",56,test,classification
0.8299817184643511,"[0.8394415357766143, 0.8337684943429069, 0.8411386593204775, 0.7952622673434856, 0.8397790055248618, 0.8155515370705245, 0.8449396471680594, 0.8469945355191257, 0.8493647912885663, 0.8403669724770643, 0.8418181818181818, 0.8131267092069281, 0.7755474452554745, 0.8429319371727749, 0.8013698630136986, 0.8049209138840071, 0.7996485061511424, 0.8426395939086294, 0.8241469816272966, 0.8333333333333333, 0.8392370572207084, 0.8157653528872594, 0.8314606741573033, 0.8154815481548155, 0.838475499092559, 0.8216123499142367, 0.8545454545454545, 0.8467153284671532, 0.8403967538322812, 0.8027801911381406, 0.8299445471349353, 0.8233117483811286, 0.8104906937394246, 0.8198757763975155, 0.8081556997219649, 0.7778801843317973, 0.8181818181818181, 0.8476104598737602, 0.8209366391184574, 0.8284132841328413, 0.8326105810928014, 0.8193202146690519, 0.820647419072616, 0.8366606170598911, 0.8509154315605929, 0.8105646630236794, 0.8267644362969752, 0.8247248094834886, 0.8362989323843416, 0.8039041703637977, 0.8037209302325582, 0.8339160839160839, 0.8151571164510167, 0.8217913204062789, 0.8330308529945554, 0.8085501858736059, 0.8350694444444444, 0.7833182230281052, 0.8134057971014492, 0.8523985239852399, 0.8210890233362144, 0.7956600361663653, 0.8214904679376084, 0.8310749774164409, 0.8064791133844841, 0.815622161671208, 0.8109965635738832, 0.7896613190730838, 0.7915194346289753, 0.8203799654576857, 0.8148148148148148, 0.8138747884940778, 0.8258620689655173, 0.838768115942029, 0.8252853380158033, 0.8261617900172117, 0.8133453561767359, 0.7902946273830156, 0.8144952545297669, 0.8422876949740035, 0.830255057167986, 0.8242753623188405, 0.8239564428312159, 0.81993006993007, 0.8236331569664903, 0.8178506375227687, 0.8114387846291332, 0.8367697594501718, 0.827027027027027, 0.8083941605839416, 0.8268876611418048, 0.8072398190045249, 0.7848101265822786, 0.8314606741573033, 0.823848238482385, 0.8208191126279863, 0.8493150684931507, 0.801716738197425, 0.8108581436077058, 0.8427906976744186]",57,train,classification
0.7803099361896081,"[0.8561584840654608, 0.8299912816041848, 0.8117539026629935, 0.8246205733558178, 0.7879890809827115, 0.7897153351698806, 0.8171846435100548, 0.8268359020852222, 0.8256549232158987, 0.8390064397424104, 0.8346738159070599, 0.787214611872146, 0.8018099547511311, 0.849956634865568, 0.8067510548523206, 0.8021015761821365, 0.7969151670951156, 0.8434559452523525, 0.8189655172413793, 0.8203266787658802, 0.8325709057639524, 0.7959927140255009, 0.8081556997219648, 0.8010899182561307, 0.7938793879387939, 0.823327615780446, 0.8108597285067872, 0.8119891008174387, 0.8221626452189456, 0.8313253012048193, 0.7703842549203374, 0.8110516934046345, 0.8039867109634552, 0.8164335664335663, 0.8035874439461884, 0.7770700636942675, 0.8189806678383128, 0.8443223443223443, 0.8113553113553114, 0.8085501858736059, 0.8429184549356223, 0.8061041292639137, 0.8172231985940246, 0.8410714285714286, 0.8504753673292998, 0.8118628359592216, 0.8284671532846716, 0.8347529812606473, 0.856893542757417, 0.8116710875331564, 0.8003629764065335, 0.8484848484848485, 0.8051708217913204, 0.8176100628930817, 0.806422836752899, 0.7822141560798548, 0.8464223385689355, 0.7843137254901961, 0.8143497757847534, 0.8143382352941176, 0.8285229202037351, 0.8, 0.8206896551724138, 0.806159420289855, 0.804421768707483, 0.8067978533094812, 0.8407750631844987, 0.7907390917186108, 0.8166089965397925, 0.8238341968911916, 0.7823691460055097, 0.8137583892617448, 0.8221276595744681, 0.8401420959147424, 0.8088888888888889, 0.8202531645569621, 0.8132854578096947, 0.7931330472103004, 0.8205128205128205, 0.8494342906875543, 0.8163620539599652, 0.7996438112199465, 0.7996389891696751, 0.8186528497409327, 0.8206474190726158, 0.7760074976569823, 0.7874439461883409, 0.8408510638297872, 0.8235294117647058, 0.788858939802336, 0.813953488372093, 0.7937384898710864, 0.7911111111111112, 0.8249158249158249, 0.7957181088314006, 0.8278260869565217, 0.8282828282828283, 0.822429906542056, 0.7978533094812164, 0.8022181146025879]",57,val,classification
0.8000000000000002,"[0.8422152560083594, 0.8391752577319589, 0.8250539956803454, 0.8187372708757638, 0.8052516411378556, 0.809224318658281, 0.8246968026460861, 0.8226495726495726, 0.8360477741585233, 0.8436830835117772, 0.8315334773218143, 0.8051118210862621, 0.7734204793028323, 0.8218331616889805, 0.8040201005025126, 0.8029818956336529, 0.809573361082206, 0.8408163265306123, 0.8242548818088387, 0.8093716719914802, 0.8392070484581498, 0.7909967845659163, 0.7974137931034482, 0.806941431670282, 0.8222698072805139, 0.817444219066937, 0.8141025641025642, 0.8442534908700322, 0.8268398268398268, 0.8166666666666667, 0.8021857923497268, 0.7978609625668449, 0.7907444668008048, 0.8302277432712216, 0.7926565874730023, 0.7887323943661971, 0.8162839248434238, 0.8450704225352113, 0.8055555555555555, 0.8095756256800871, 0.8329896907216496, 0.8004314994606256, 0.8272251308900525, 0.8356309650053022, 0.8434237995824635, 0.8087912087912087, 0.8266953713670614, 0.8279352226720648, 0.8442105263157895, 0.8127659574468086, 0.7882096069868996, 0.8357588357588358, 0.8208469055374592, 0.8275132275132276, 0.8188638799571276, 0.7762162162162163, 0.8359456635318704, 0.7820646506777894, 0.8026030368763557, 0.8295331161780672, 0.8242548818088387, 0.8089647812166488, 0.8314136125654451, 0.7760869565217391, 0.7967967967967969, 0.8055853920515574, 0.8032290615539859, 0.8109820485744458, 0.7995867768595041, 0.7987742594484167, 0.8073196986006458, 0.8065506653019447, 0.823529411764706, 0.8386411889596603, 0.8328141225337488, 0.8036622583926756, 0.803030303030303, 0.7962771458117891, 0.814663951120163, 0.818276220145379, 0.8252326783867633, 0.8, 0.8230277185501067, 0.8245243128964059, 0.8313891834570519, 0.7986651835372637, 0.7948717948717949, 0.8358817533129459, 0.8004338394793925, 0.8041884816753927, 0.815368196371398, 0.8223684210526316, 0.8068303094983991, 0.823170731707317, 0.8155339805825242, 0.8241415192507804, 0.8161925601750547, 0.7983367983367983, 0.8106382978723404, 0.8004385964912281]",57,test,classification
0.8367899008115419,"[0.8201058201058201, 0.85, 0.8292237442922374, 0.8471223021582734, 0.8526413345690453, 0.8149498632634459, 0.8367899008115419, 0.848987108655617, 0.8331797235023041, 0.8017241379310345, 0.8285465622280243, 0.8205574912891987, 0.8248490077653149, 0.8307123034227566, 0.8318098720292503, 0.8229927007299269, 0.8253424657534247, 0.8381452318460192, 0.8171064604185623, 0.8327272727272729, 0.8157653528872594, 0.7970749542961609, 0.7960108794197643, 0.8527272727272728, 0.831918505942275, 0.8059181897302001, 0.8278829604130808, 0.851179673321234, 0.8291782086795937, 0.846351931330472, 0.8516833484986351, 0.7912457912457911, 0.8432240921169176, 0.8392370572207084, 0.8148837209302324, 0.835509138381201, 0.8244406196213425, 0.8422001803426511, 0.8059701492537313, 0.8272957034540859, 0.8272157564905998, 0.8414738646101114, 0.8240343347639485, 0.8169257340241797, 0.8166214995483287, 0.8317515099223468, 0.7956403269754769, 0.8421052631578947, 0.8043478260869567, 0.804986642920748, 0.7764705882352941, 0.822141560798548, 0.8084714548802946, 0.8050541516245489, 0.8240740740740742, 0.8209366391184574, 0.8426763110307413, 0.8245462402765774, 0.8251618871415355, 0.8326029798422436, 0.8605724838411818, 0.821071752951862, 0.8194444444444444, 0.8285976168652612, 0.848537005163511, 0.8294010889292197, 0.8062554300608167, 0.8193604148660327, 0.8125530110262934, 0.8141295206055508, 0.8426483233018056, 0.8485947416137806, 0.8146883005977796, 0.8391003460207612, 0.8154657293497365, 0.8336192109777015, 0.8293103448275861, 0.8356290174471993, 0.8229927007299269, 0.8412408759124087, 0.7935943060498221, 0.8262008733624455, 0.8441203281677302, 0.8003487358326068, 0.8028545941123997, 0.850655021834061, 0.8204651162790698, 0.825974025974026, 0.8191126279863482, 0.7886108714408974, 0.8218181818181818, 0.8318890814558059, 0.7952029520295202, 0.8255707762557078, 0.8081180811808119, 0.8200000000000001, 0.8167539267015707, 0.8359303391384051, 0.8255319148936171, 0.8146821844225604]",58,train,classification
0.799637352674524,"[0.8253968253968254, 0.8239631336405531, 0.8177697189483226, 0.8194070080862534, 0.8014638609332114, 0.8122743682310468, 0.8308237378210807, 0.8410351201478743, 0.8066298342541438, 0.8099742046431643, 0.8213660245183887, 0.8506944444444444, 0.8395904436860068, 0.8073394495412844, 0.8139321723189733, 0.8242753623188407, 0.8426395939086295, 0.8401746724890831, 0.8067978533094812, 0.8254545454545454, 0.8032786885245902, 0.8176895306859204, 0.8036036036036036, 0.8446069469835468, 0.8245315161839862, 0.813588850174216, 0.8268251273344651, 0.8417200365965234, 0.7988878591288231, 0.836555360281195, 0.8381818181818184, 0.818105616093881, 0.8411552346570397, 0.822550831792976, 0.8029064486830154, 0.8357695614789338, 0.8327586206896552, 0.8190127970749543, 0.8149435273675065, 0.8292268479184366, 0.8140794223826716, 0.8471986417657045, 0.8307426597582038, 0.8364888123924269, 0.7690909090909092, 0.8114478114478114, 0.8130081300813008, 0.8334849863512284, 0.7689463955637708, 0.8152753108348134, 0.8115942028985508, 0.7952468007312614, 0.8072727272727273, 0.7844905320108205, 0.8146821844225605, 0.8050089445438283, 0.8280701754385966, 0.8313458262350937, 0.7610121836925959, 0.830122591943958, 0.8245125348189414, 0.7836363636363637, 0.8354646206308611, 0.7887067395264117, 0.8509154315605928, 0.8205590622182147, 0.8209606986899564, 0.8279386712095399, 0.8340353833192923, 0.8338926174496644, 0.8466152527849186, 0.8078994614003592, 0.8145025295109611, 0.83704974271012, 0.8186528497409327, 0.8425531914893617, 0.8468619246861925, 0.8436944937833037, 0.824165915238954, 0.8378870673952642, 0.8108581436077057, 0.8274067649609713, 0.8239499553172476, 0.8169257340241796, 0.8151408450704226, 0.8500000000000001, 0.8051235132662398, 0.8337639965546942, 0.8216123499142367, 0.7903780068728522, 0.8086642599277979, 0.8298969072164949, 0.7981818181818182, 0.8041237113402061, 0.8025830258302584, 0.8254545454545454, 0.8183391003460208, 0.8054054054054054, 0.8460877042132416, 0.7967914438502673]",58,val,classification
0.8251599147121536,"[0.7950052029136316, 0.8183807439824945, 0.8250265111346766, 0.8111587982832618, 0.8142380422691881, 0.7995570321151715, 0.8343815513626834, 0.8427947598253275, 0.7999999999999999, 0.7928870292887029, 0.8249744114636642, 0.8310598111227702, 0.8358509566968783, 0.8220994475138121, 0.8299465240641711, 0.8186753528773072, 0.8468653648509763, 0.8417786970010342, 0.8249194414607949, 0.8226332970620239, 0.8008849557522124, 0.815845824411135, 0.79484425349087, 0.8418803418803419, 0.8324873096446701, 0.8089887640449439, 0.8279352226720648, 0.8528138528138528, 0.7858719646799116, 0.8333333333333333, 0.8351648351648352, 0.8059701492537312, 0.8329764453961456, 0.8104575163398693, 0.8043478260869565, 0.8324552160168599, 0.832807570977918, 0.8218884120171673, 0.8117770767613041, 0.8436873747494991, 0.810400866738895, 0.8504098360655739, 0.8292181069958847, 0.8069815195071869, 0.7913513513513514, 0.8177136972193615, 0.8082340195016251, 0.8320693391115928, 0.8094725511302477, 0.797071129707113, 0.7913043478260869, 0.8094218415417559, 0.7999999999999999, 0.8047464940668824, 0.8004362050163577, 0.8025889967637541, 0.832807570977918, 0.8263959390862944, 0.7902869757174393, 0.8310308182784272, 0.8474945533769064, 0.7857142857142857, 0.81947261663286, 0.7948717948717949, 0.8484210526315789, 0.8106951871657753, 0.8387096774193549, 0.8260869565217391, 0.8105369807497467, 0.8375893769152196, 0.8319502074688796, 0.8367129135538954, 0.8012108980827447, 0.8362512873326468, 0.8160676532769555, 0.8302658486707567, 0.8301119023397763, 0.8173913043478261, 0.7934782608695652, 0.831877729257642, 0.801255230125523, 0.8405797101449276, 0.8422198041349293, 0.7928118393234673, 0.8205128205128205, 0.8542094455852156, 0.8098818474758325, 0.8324552160168599, 0.8421052631578947, 0.7906976744186047, 0.8232758620689655, 0.8387755102040817, 0.7882096069868996, 0.8004385964912281, 0.8035126234906697, 0.8218884120171673, 0.8217213114754099, 0.8069039913700109, 0.8319672131147541, 0.7857911733046288]",58,test,classification
0.8349864743011723,"[0.8320000000000001, 0.8051470588235293, 0.8346883468834688, 0.8013757523645744, 0.8114075436982522, 0.8515769944341371, 0.8199095022624435, 0.833634719710669, 0.7975986277873071, 0.8284671532846716, 0.8094804010938925, 0.8351449275362319, 0.8117001828153565, 0.8455882352941176, 0.8089887640449437, 0.8497695852534562, 0.8249763481551561, 0.8270412642669007, 0.8545288197621226, 0.8448905109489052, 0.8363954505686789, 0.859504132231405, 0.8422018348623852, 0.8372911169744942, 0.827344434706398, 0.8148837209302324, 0.8268251273344652, 0.8342059336823735, 0.8296422487223168, 0.8007312614259597, 0.8327205882352942, 0.8419213973799127, 0.8457538994800693, 0.8252853380158033, 0.8392370572207084, 0.7732142857142857, 0.832579185520362, 0.836036036036036, 0.819420783645656, 0.8187556357078449, 0.8312829525483305, 0.8187444739168878, 0.8453237410071943, 0.823731728288908, 0.8462238398544133, 0.8382352941176471, 0.809216589861751, 0.8169257340241797, 0.8141745894554884, 0.8610354223433242, 0.8077246011754827, 0.8307426597582037, 0.7977941176470589, 0.8666053357865685, 0.8186440677966101, 0.8468468468468469, 0.8579234972677596, 0.8129032258064518, 0.8470588235294118, 0.797918473547268, 0.7977528089887642, 0.852157943067034, 0.8278388278388279, 0.8315972222222222, 0.8353048225659689, 0.8385899814471243, 0.8288119738072965, 0.8589743589743589, 0.7920962199312717, 0.8283518360375747, 0.8489341983317887, 0.821917808219178, 0.8071672354948806, 0.8561085972850678, 0.797843665768194, 0.8345588235294118, 0.8293545534924847, 0.8368277119416591, 0.8298245614035087, 0.860759493670886, 0.7982683982683982, 0.8108566581849025, 0.8368277119416591, 0.8205128205128205, 0.8521897810218978, 0.8532608695652175, 0.8142493638676844, 0.7783783783783783, 0.846435100548446, 0.8225806451612901, 0.822127659574468, 0.8518859245630175, 0.8167730173199637, 0.8327338129496403, 0.8587055606198722, 0.8343347639484977, 0.8535262206148282, 0.8431734317343172, 0.8367899008115419, 0.8131868131868133]",59,train,classification
