score,number_of_features,data_set,model_type
0.8738574040219378,1099,val,classification
0.8632938643702905,1099,test,classification
1.0,1100,train,classification
0.8748858447488583,1100,val,classification
0.8657357679914072,1100,test,classification
1.0,1101,train,classification
0.8732907930720146,1101,val,classification
0.8675213675213674,1101,test,classification
1.0,1102,train,classification
0.8751139471285323,1102,val,classification
0.8629550321199144,1102,test,classification
1.0,1103,train,classification
0.874087591240876,1103,val,classification
0.8638799571275455,1103,test,classification
1.0,1104,train,classification
0.874087591240876,1104,val,classification
0.8632478632478633,1104,test,classification
1.0,1105,train,classification
0.8722627737226278,1105,val,classification
0.8653846153846153,1105,test,classification
1.0,1106,train,classification
0.8730593607305936,1106,val,classification
0.8663101604278075,1106,test,classification
1.0,1107,train,classification
0.8714676390154968,1107,val,classification
0.8663101604278075,1107,test,classification
1.0,1108,train,classification
0.873394495412844,1108,val,classification
0.870032223415682,1108,test,classification
1.0,1109,train,classification
0.8729281767955801,1109,val,classification
0.8681672025723473,1109,test,classification
1.0,1110,train,classification
0.8741965105601469,1110,val,classification
0.870967741935484,1110,test,classification
1.0,1111,train,classification
0.8772893772893773,1111,val,classification
0.872454448017149,1111,test,classification
1.0,1112,train,classification
0.873394495412844,1112,val,classification
0.872454448017149,1112,test,classification
1.0,1113,train,classification
0.8736263736263736,1113,val,classification
0.873661670235546,1113,test,classification
1.0,1114,train,classification
0.8728270814272643,1114,val,classification
0.8716289104638619,1114,test,classification
1.0,1115,train,classification
0.8752293577981651,1115,val,classification
0.8745980707395499,1115,test,classification
1.0,1116,train,classification
0.8756855575868373,1116,val,classification
0.870032223415682,1116,test,classification
1.0,1117,train,classification
0.8748858447488583,1117,val,classification
0.8731182795698924,1117,test,classification
1.0,1118,train,classification
0.8759124087591241,1118,val,classification
0.8693790149892934,1118,test,classification
1.0,1119,train,classification
0.8728270814272643,1119,val,classification
0.8681672025723473,1119,test,classification
1.0,1120,train,classification
0.8744271310724107,1120,val,classification
0.8681672025723473,1120,test,classification
1.0,1121,train,classification
0.8761384335154828,1121,val,classification
0.872454448017149,1121,test,classification
1.0,1122,train,classification
0.8769371011850501,1122,val,classification
0.8715203426124197,1122,test,classification
1.0,1123,train,classification
0.8769371011850501,1123,val,classification
0.8688172043010752,1123,test,classification
1.0,1124,train,classification
0.8769371011850501,1124,val,classification
0.870032223415682,1124,test,classification
1.0,1125,train,classification
0.8709972552607502,1125,val,classification
0.8684491978609628,1125,test,classification
1.0,1126,train,classification
0.8706739526411658,1126,val,classification
0.8696581196581196,1126,test,classification
1.0,1127,train,classification
0.8704379562043796,1127,val,classification
0.8660235798499463,1127,test,classification
1.0,1128,train,classification
0.8704379562043796,1128,val,classification
0.8715203426124197,1128,test,classification
1.0,1129,train,classification
0.8704379562043796,1129,val,classification
0.8696581196581196,1129,test,classification
1.0,1130,train,classification
0.8751139471285323,1130,val,classification
0.8721804511278196,1130,test,classification
1.0,1131,train,classification
0.8717015468607826,1131,val,classification
0.8731182795698924,1131,test,classification
1.0,1132,train,classification
0.8730593607305936,1132,val,classification
0.8731182795698924,1132,test,classification
1.0,1133,train,classification
0.8728270814272643,1133,val,classification
0.8731182795698924,1133,test,classification
1.0,1134,train,classification
0.8735213830755233,1134,val,classification
0.874328678839957,1134,test,classification
1.0,1135,train,classification
0.8762603116406965,1135,val,classification
0.8706896551724138,1135,test,classification
1.0,1136,train,classification
0.874087591240876,1136,val,classification
0.8688172043010752,1136,test,classification
1.0,1137,train,classification
0.8730593607305936,1137,val,classification
0.8712446351931331,1137,test,classification
1.0,1138,train,classification
0.8759124087591241,1138,val,classification
0.8716289104638619,1138,test,classification
1.0,1139,train,classification
0.8751139471285323,1139,val,classification
0.8706896551724138,1139,test,classification
1.0,1140,train,classification
0.8751139471285323,1140,val,classification
0.8731182795698924,1140,test,classification
1.0,1141,train,classification
0.8759124087591241,1141,val,classification
0.8697524219590959,1141,test,classification
1.0,1142,train,classification
0.8737511353315168,1142,val,classification
0.8731182795698924,1142,test,classification
1.0,1143,train,classification
0.875341219290264,1143,val,classification
0.8733905579399142,1143,test,classification
1.0,1144,train,classification
0.8743169398907104,1144,val,classification
0.8712446351931331,1144,test,classification
1.0,1145,train,classification
0.8761384335154828,1145,val,classification
0.8681672025723473,1145,test,classification
1.0,1146,train,classification
0.875341219290264,1146,val,classification
0.8712446351931331,1146,test,classification
1.0,1147,train,classification
0.8724954462659381,1147,val,classification
0.8731182795698924,1147,test,classification
1.0,1148,train,classification
0.875341219290264,1148,val,classification
0.8697524219590959,1148,test,classification
1.0,1149,train,classification
0.8722627737226278,1149,val,classification
0.870032223415682,1149,test,classification
1.0,1150,train,classification
0.8745454545454545,1150,val,classification
0.870967741935484,1150,test,classification
1.0,1151,train,classification
0.8761384335154828,1151,val,classification
0.870032223415682,1151,test,classification
1.0,1152,train,classification
0.8755676657584014,1152,val,classification
0.8733905579399142,1152,test,classification
1.0,1153,train,classification
0.8747731397459164,1153,val,classification
0.8705882352941177,1153,test,classification
1.0,1154,train,classification
0.8763636363636363,1154,val,classification
0.8715203426124197,1154,test,classification
1.0,1155,train,classification
0.8727272727272727,1155,val,classification
0.8717948717948718,1155,test,classification
1.0,1156,train,classification
0.8747731397459164,1156,val,classification
0.8727272727272727,1156,test,classification
1.0,1157,train,classification
0.8747731397459164,1157,val,classification
0.8715203426124197,1157,test,classification
1.0,1158,train,classification
0.8763636363636363,1158,val,classification
0.872454448017149,1158,test,classification
1.0,1159,train,classification
0.8745454545454545,1159,val,classification
0.8699360341151386,1159,test,classification
1.0,1160,train,classification
0.8761384335154828,1160,val,classification
0.8719052744886975,1160,test,classification
1.0,1161,train,classification
0.8735213830755233,1161,val,classification
0.8705882352941177,1161,test,classification
1.0,1162,train,classification
0.8745454545454545,1162,val,classification
0.8717948717948718,1162,test,classification
1.0,1163,train,classification
0.8792007266121707,1163,val,classification
0.8696581196581196,1163,test,classification
1.0,1164,train,classification
0.8776065276518585,1164,val,classification
0.8696581196581196,1164,test,classification
1.0,1165,train,classification
0.8768115942028984,1165,val,classification
0.8696581196581196,1165,test,classification
1.0,1166,train,classification
0.8781818181818182,1166,val,classification
0.871139510117146,1166,test,classification
1.0,1167,train,classification
0.8776065276518585,1167,val,classification
0.8702127659574469,1167,test,classification
1.0,1168,train,classification
0.8784029038112523,1168,val,classification
0.8729989327641409,1168,test,classification
1.0,1169,train,classification
0.8768115942028984,1169,val,classification
0.871139510117146,1169,test,classification
1.0,1170,train,classification
0.8762420957542908,1170,val,classification
0.8753993610223643,1170,test,classification
1.0,1171,train,classification
0.8794197642792384,1171,val,classification
0.873269435569755,1171,test,classification
1.0,1172,train,classification
0.8788426763110309,1172,val,classification
0.8723404255319148,1172,test,classification
1.0,1173,train,classification
0.8778280542986425,1173,val,classification
0.873269435569755,1173,test,classification
1.0,1174,train,classification
0.8760180995475113,1174,val,classification
0.8768577494692146,1174,test,classification
1.0,1175,train,classification
0.88,1175,val,classification
0.8717948717948718,1175,test,classification
1.0,1176,train,classification
0.8739800543970988,1176,val,classification
0.8763326226012793,1176,test,classification
1.0,1177,train,classification
0.8750000000000001,1177,val,classification
0.874468085106383,1177,test,classification
1.0,1178,train,classification
0.8742081447963801,1178,val,classification
0.8716861081654295,1178,test,classification
1.0,1179,train,classification
0.8760180995475113,1179,val,classification
0.8735387885228482,1179,test,classification
1.0,1180,train,classification
0.8768115942028984,1180,val,classification
0.8702127659574469,1180,test,classification
1.0,1181,train,classification
0.8765880217785844,1181,val,classification
0.873269435569755,1181,test,classification
1.0,1182,train,classification
0.8796380090497739,1182,val,classification
0.8695652173913044,1182,test,classification
1.0,1183,train,classification
0.8768115942028984,1183,val,classification
0.8735387885228482,1183,test,classification
1.0,1184,train,classification
0.8776065276518585,1184,val,classification
0.8716861081654295,1184,test,classification
1.0,1185,train,classification
0.8768115942028984,1185,val,classification
0.8716861081654295,1185,test,classification
1.0,1186,train,classification
0.8755676657584014,1186,val,classification
0.8735387885228482,1186,test,classification
1.0,1187,train,classification
0.8765880217785844,1187,val,classification
0.8735387885228482,1187,test,classification
1.0,1188,train,classification
0.8765880217785844,1188,val,classification
0.8723404255319148,1188,test,classification
1.0,1189,train,classification
0.8757932910244788,1189,val,classification
0.8726114649681529,1189,test,classification
1.0,1190,train,classification
0.8761384335154828,1190,val,classification
0.871413390010627,1190,test,classification
1.0,1191,train,classification
0.8735213830755233,1191,val,classification
0.8680851063829788,1191,test,classification
1.0,1192,train,classification
0.8747731397459164,1192,val,classification
0.8671625929861849,1192,test,classification
1.0,1193,train,classification
0.8765880217785844,1193,val,classification
0.8674443266171792,1193,test,classification
1.0,1194,train,classification
0.8786231884057972,1194,val,classification
0.8677248677248678,1194,test,classification
1.0,1195,train,classification
0.8747731397459164,1195,val,classification
0.8659574468085106,1195,test,classification
1.0,1196,train,classification
0.8721668177697189,1196,val,classification
0.8662420382165605,1196,test,classification
1.0,1197,train,classification
0.8745454545454545,1197,val,classification
0.8686440677966102,1197,test,classification
1.0,1198,train,classification
0.875341219290264,1198,val,classification
0.8665254237288135,1198,test,classification
1.0,1199,train,classification
0.8768115942028984,1199,val,classification
0.8686440677966102,1199,test,classification
1.0,1200,train,classification
0.8737511353315168,1200,val,classification
0.865323435843054,1200,test,classification
1.0,1201,train,classification
0.8760180995475113,1201,val,classification
0.8674443266171792,1201,test,classification
1.0,1202,train,classification
0.8750000000000001,1202,val,classification
0.8662420382165605,1202,test,classification
1.0,1203,train,classification
0.8757932910244788,1203,val,classification
0.8650371944739639,1203,test,classification
1.0,1204,train,classification
0.8768115942028984,1204,val,classification
0.8671625929861849,1204,test,classification
1.0,1205,train,classification
0.8755676657584014,1205,val,classification
0.8659574468085106,1205,test,classification
1.0,1206,train,classification
0.8773841961852861,1206,val,classification
0.8668796592119277,1206,test,classification
1.0,1207,train,classification
0.8765880217785844,1207,val,classification
0.8671625929861849,1207,test,classification
1.0,1208,train,classification
0.8765880217785844,1208,val,classification
0.8690095846645367,1208,test,classification
1.0,1209,train,classification
0.8765880217785844,1209,val,classification
0.8668796592119277,1209,test,classification
1.0,1210,train,classification
0.8776065276518585,1210,val,classification
0.8668796592119277,1210,test,classification
1.0,1211,train,classification
0.8747731397459164,1211,val,classification
0.8702127659574469,1211,test,classification
1.0,1212,train,classification
0.8745454545454545,1212,val,classification
0.8690095846645367,1212,test,classification
1.0,1213,train,classification
0.8763636363636363,1213,val,classification
0.8668796592119277,1213,test,classification
1.0,1214,train,classification
0.8773841961852861,1214,val,classification
0.8650371944739639,1214,test,classification
1.0,1215,train,classification
0.8771610555050046,1215,val,classification
0.8644610458911419,1215,test,classification
1.0,1216,train,classification
0.8763636363636363,1216,val,classification
0.8656716417910447,1216,test,classification
1.0,1217,train,classification
0.8784029038112523,1217,val,classification
0.8656716417910447,1217,test,classification
1.0,1218,train,classification
0.8784029038112523,1218,val,classification
0.8653846153846153,1218,test,classification
1.0,1219,train,classification
0.8768115942028984,1219,val,classification
0.8690095846645367,1219,test,classification
1.0,1220,train,classification
0.8767123287671232,1220,val,classification
0.870864461045891,1220,test,classification
1.0,1221,train,classification
0.8775137111517366,1221,val,classification
0.8723404255319148,1221,test,classification
1.0,1222,train,classification
0.8775137111517366,1222,val,classification
0.871139510117146,1222,test,classification
1.0,1223,train,classification
0.8783165599268069,1223,val,classification
0.8720682302771855,1223,test,classification
1.0,1224,train,classification
0.8775137111517366,1224,val,classification
0.8665955176093917,1224,test,classification
1.0,1225,train,classification
0.8771610555050046,1225,val,classification
0.8687299893276414,1225,test,classification
1.0,1226,train,classification
0.8759124087591241,1226,val,classification
0.8665955176093917,1226,test,classification
1.0,1227,train,classification
0.8743169398907104,1227,val,classification
0.871413390010627,1227,test,classification
1.0,1228,train,classification
0.8777372262773723,1228,val,classification
0.8717948717948718,1228,test,classification
1.0,1229,train,classification
0.8738574040219378,1229,val,classification
0.8663101604278075,1229,test,classification
1.0,1230,train,classification
0.874087591240876,1230,val,classification
0.8675213675213674,1230,test,classification
1.0,1231,train,classification
0.8730593607305936,1231,val,classification
0.8678038379530917,1231,test,classification
1.0,1232,train,classification
0.8779599271402551,1232,val,classification
0.8680851063829788,1232,test,classification
1.0,1233,train,classification
0.8777372262773723,1233,val,classification
0.8671625929861849,1233,test,classification
1.0,1234,train,classification
0.8789808917197454,1234,val,classification
0.8723404255319148,1234,test,classification
1.0,1235,train,classification
0.8803652968036528,1235,val,classification
0.873269435569755,1235,test,classification
1.0,1236,train,classification
0.8789808917197454,1236,val,classification
0.8723404255319148,1236,test,classification
1.0,1237,train,classification
0.8775137111517366,1237,val,classification
0.873931623931624,1237,test,classification
1.0,1238,train,classification
0.8771610555050046,1238,val,classification
0.8729989327641409,1238,test,classification
1.0,1239,train,classification
0.875341219290264,1239,val,classification
0.872454448017149,1239,test,classification
1.0,1240,train,classification
0.878048780487805,1240,val,classification
0.8663101604278075,1240,test,classification
1.0,1241,train,classification
0.8755676657584014,1241,val,classification
0.8687299893276414,1241,test,classification
1.0,1242,train,classification
0.8735213830755233,1242,val,classification
0.8675213675213674,1242,test,classification
1.0,1243,train,classification
0.8698817106460418,1243,val,classification
0.8669527896995708,1243,test,classification
1.0,1244,train,classification
0.8698817106460418,1244,val,classification
0.8688172043010752,1244,test,classification
1.0,1245,train,classification
0.8670944087992668,1245,val,classification
0.8650963597430407,1245,test,classification
1.0,1246,train,classification
0.8663003663003662,1246,val,classification
0.867237687366167,1246,test,classification
1.0,1247,train,classification
0.8707607699358386,1247,val,classification
0.8665955176093917,1247,test,classification
1.0,1248,train,classification
0.869406392694064,1248,val,classification
0.8598726114649682,1248,test,classification
1.0,1249,train,classification
0.86654478976234,1249,val,classification
0.8601921024546425,1249,test,classification
1.0,1250,train,classification
0.8681318681318682,1250,val,classification
0.8626198083067093,1250,test,classification
1.0,1251,train,classification
0.8722627737226278,1251,val,classification
0.858359957401491,1251,test,classification
1.0,1252,train,classification
0.8709972552607502,1252,val,classification
0.8680851063829788,1252,test,classification
1.0,1253,train,classification
0.8704379562043796,1253,val,classification
0.8656716417910447,1253,test,classification
1.0,1254,train,classification
0.8683729433272395,1254,val,classification
0.8647497337593184,1254,test,classification
1.0,1255,train,classification
0.8649635036496351,1255,val,classification
0.861407249466951,1255,test,classification
1.0,1256,train,classification
0.8730593607305936,1256,val,classification
0.8650963597430407,1256,test,classification
1.0,1257,train,classification
0.867579908675799,1257,val,classification
0.8611111111111112,1257,test,classification
1.0,1258,train,classification
0.8663003663003662,1258,val,classification
0.8626198083067093,1258,test,classification
1.0,1259,train,classification
0.8691674290942359,1259,val,classification
0.8607863974495217,1259,test,classification
1.0,1260,train,classification
0.8709972552607502,1260,val,classification
0.8638297872340427,1260,test,classification
1.0,1261,train,classification
0.869406392694064,1261,val,classification
0.8604898828541002,1261,test,classification
1.0,1262,train,classification
0.8712328767123286,1262,val,classification
0.8595744680851063,1262,test,classification
1.0,1263,train,classification
0.8722627737226278,1263,val,classification
0.8604898828541002,1263,test,classification
1.0,1264,train,classification
0.8714676390154968,1264,val,classification
0.8617021276595744,1264,test,classification
1.0,1265,train,classification
0.867579908675799,1265,val,classification
0.8595744680851063,1265,test,classification
1.0,1266,train,classification
0.8667883211678832,1266,val,classification
0.8619957537154989,1266,test,classification
1.0,1267,train,classification
0.8657534246575342,1267,val,classification
0.8629117959617428,1267,test,classification
1.0,1268,train,classification
0.8688524590163934,1268,val,classification
0.8629117959617428,1268,test,classification
1.0,1269,train,classification
0.8678213309024612,1269,val,classification
0.8619957537154989,1269,test,classification
1.0,1270,train,classification
0.8686131386861315,1270,val,classification
0.8607863974495217,1270,test,classification
1.0,1271,train,classification
0.8722627737226278,1271,val,classification
0.8595744680851063,1271,test,classification
1.0,1272,train,classification
0.870909090909091,1272,val,classification
0.8617021276595744,1272,test,classification
1.0,1273,train,classification
0.8724954462659381,1273,val,classification
0.8592750533049041,1273,test,classification
1.0,1274,train,classification
0.8732907930720146,1274,val,classification
0.8607863974495217,1274,test,classification
1.0,1275,train,classification
0.8724954462659381,1275,val,classification
0.8626198083067093,1275,test,classification
1.0,1276,train,classification
0.8722627737226278,1276,val,classification
0.8629117959617428,1276,test,classification
1.0,1277,train,classification
0.8712328767123286,1277,val,classification
0.8638297872340427,1277,test,classification
1.0,1278,train,classification
0.8706739526411658,1278,val,classification
0.8699360341151386,1278,test,classification
1.0,1279,train,classification
0.8722627737226278,1279,val,classification
0.8695652173913044,1279,test,classification
1.0,1280,train,classification
0.8722627737226278,1280,val,classification
0.871413390010627,1280,test,classification
1.0,1281,train,classification
0.8720292504570383,1281,val,classification
0.8692879914984059,1281,test,classification
1.0,1282,train,classification
0.8722627737226278,1282,val,classification
0.8716861081654295,1282,test,classification
1.0,1283,train,classification
0.8712328767123286,1283,val,classification
0.8695652173913044,1283,test,classification
1.0,1284,train,classification
0.8712328767123286,1284,val,classification
0.8698412698412699,1284,test,classification
1.0,1285,train,classification
0.8712328767123286,1285,val,classification
0.8683651804670913,1285,test,classification
1.0,1286,train,classification
0.8702010968921389,1286,val,classification
0.8686440677966102,1286,test,classification
1.0,1287,train,classification
0.8722627737226278,1287,val,classification
0.8677248677248678,1287,test,classification
1.0,1288,train,classification
0.8712328767123286,1288,val,classification
0.8686440677966102,1288,test,classification
1.0,1289,train,classification
0.8724954462659381,1289,val,classification
0.865323435843054,1289,test,classification
1.0,1290,train,classification
0.8714676390154968,1290,val,classification
0.8665254237288135,1290,test,classification
1.0,1291,train,classification
0.8727272727272727,1291,val,classification
0.8674443266171792,1291,test,classification
1.0,1292,train,classification
0.8732907930720146,1292,val,classification
0.8665254237288135,1292,test,classification
1.0,1293,train,classification
0.8717015468607826,1293,val,classification
0.8632025450689291,1293,test,classification
1.0,1294,train,classification
0.874087591240876,1294,val,classification
0.8650371944739639,1294,test,classification
1.0,1295,train,classification
0.8722627737226278,1295,val,classification
0.8650371944739639,1295,test,classification
1.0,1296,train,classification
0.8698817106460418,1296,val,classification
0.8656716417910447,1296,test,classification
1.0,1297,train,classification
0.870909090909091,1297,val,classification
0.8656716417910447,1297,test,classification
1.0,1298,train,classification
0.8759124087591241,1298,val,classification
0.8647497337593184,1298,test,classification
1.0,1299,train,classification
0.874087591240876,1299,val,classification
0.8638297872340427,1299,test,classification
1.0,1300,train,classification
0.8722627737226278,1300,val,classification
0.8638297872340427,1300,test,classification
1.0,1301,train,classification
0.8712328767123286,1301,val,classification
0.8638297872340427,1301,test,classification
1.0,1302,train,classification
0.8720292504570383,1302,val,classification
0.8638297872340427,1302,test,classification
1.0,1303,train,classification
0.8746569075937786,1303,val,classification
0.8668796592119277,1303,test,classification
1.0,1304,train,classification
0.8712328767123286,1304,val,classification
0.8629117959617428,1304,test,classification
1.0,1305,train,classification
0.8722627737226278,1305,val,classification
0.8629117959617428,1305,test,classification
1.0,1306,train,classification
0.8730593607305936,1306,val,classification
0.8647497337593184,1306,test,classification
1.0,1307,train,classification
0.8704379562043796,1307,val,classification
0.8626198083067093,1307,test,classification
1.0,1308,train,classification
0.8732907930720146,1308,val,classification
0.8607863974495217,1308,test,classification
1.0,1309,train,classification
0.8717015468607826,1309,val,classification
0.8619957537154989,1309,test,classification
1.0,1310,train,classification
0.8698817106460418,1310,val,classification
0.8647497337593184,1310,test,classification
1.0,1311,train,classification
0.8680618744313011,1311,val,classification
0.8626198083067093,1311,test,classification
1.0,1312,train,classification
0.8659981768459435,1312,val,classification
0.8635394456289979,1312,test,classification
1.0,1313,train,classification
0.869644484958979,1313,val,classification
0.8629117959617428,1313,test,classification
1.0,1314,train,classification
0.8678213309024612,1314,val,classification
0.8629117959617428,1314,test,classification
1.0,1315,train,classification
0.8670309653916211,1315,val,classification
0.8644610458911419,1315,test,classification
1.0,1316,train,classification
0.8686131386861315,1316,val,classification
0.8647497337593184,1316,test,classification
1.0,1317,train,classification
0.8698817106460418,1317,val,classification
0.8619957537154989,1317,test,classification
1.0,1318,train,classification
0.8706739526411658,1318,val,classification
0.8629117959617428,1318,test,classification
1.0,1319,train,classification
0.8704379562043796,1319,val,classification
0.8662420382165605,1319,test,classification
1.0,1320,train,classification
0.8714676390154968,1320,val,classification
0.8659574468085106,1320,test,classification
1.0,1321,train,classification
0.8706739526411658,1321,val,classification
0.8635394456289979,1321,test,classification
1.0,1322,train,classification
0.8717015468607826,1322,val,classification
0.8632478632478633,1322,test,classification
1.0,1323,train,classification
0.8706739526411658,1323,val,classification
0.8680851063829788,1323,test,classification
1.0,1324,train,classification
0.8706739526411658,1324,val,classification
0.8668796592119277,1324,test,classification
1.0,1325,train,classification
0.869644484958979,1325,val,classification
0.8678038379530917,1325,test,classification
1.0,1326,train,classification
0.8730593607305936,1326,val,classification
0.8665955176093917,1326,test,classification
1.0,1327,train,classification
0.869406392694064,1327,val,classification
0.8629117959617428,1327,test,classification
1.0,1328,train,classification
0.8724954462659381,1328,val,classification
0.865323435843054,1328,test,classification
1.0,1329,train,classification
0.8712328767123286,1329,val,classification
0.8650371944739639,1329,test,classification
1.0,1330,train,classification
0.8691674290942359,1330,val,classification
0.8641188959660298,1330,test,classification
1.0,1331,train,classification
0.8691674290942359,1331,val,classification
0.8665254237288135,1331,test,classification
1.0,1332,train,classification
0.8691674290942359,1332,val,classification
0.8671625929861849,1332,test,classification
1.0,1333,train,classification
0.8689275893675528,1333,val,classification
0.8656716417910447,1333,test,classification
1.0,1334,train,classification
0.8689275893675528,1334,val,classification
0.8680851063829788,1334,test,classification
1.0,1335,train,classification
0.8697247706422019,1335,val,classification
0.8659574468085106,1335,test,classification
1.0,1336,train,classification
0.8712328767123286,1336,val,classification
0.865323435843054,1336,test,classification
1.0,1337,train,classification
0.8730593607305936,1337,val,classification
0.8674443266171792,1337,test,classification
1.0,1338,train,classification
0.8722627737226278,1338,val,classification
0.8662420382165605,1338,test,classification
1.0,1339,train,classification
0.8732907930720146,1339,val,classification
0.8662420382165605,1339,test,classification
1.0,1340,train,classification
0.8714676390154968,1340,val,classification
0.8644067796610171,1340,test,classification
1.0,1341,train,classification
0.8714676390154968,1341,val,classification
0.8644067796610171,1341,test,classification
1.0,1342,train,classification
0.8704379562043796,1342,val,classification
0.8659574468085106,1342,test,classification
1.0,1343,train,classification
0.8714676390154968,1343,val,classification
0.8650371944739639,1343,test,classification
1.0,1344,train,classification
0.8724954462659381,1344,val,classification
0.8650371944739639,1344,test,classification
1.0,1345,train,classification
0.8735213830755233,1345,val,classification
0.8671625929861849,1345,test,classification
1.0,1346,train,classification
0.8724954462659381,1346,val,classification
0.8671625929861849,1346,test,classification
1.0,1347,train,classification
0.8735213830755233,1347,val,classification
0.8702127659574469,1347,test,classification
1.0,1348,train,classification
0.8735213830755233,1348,val,classification
0.8680851063829788,1348,test,classification
1.0,1349,train,classification
0.8706739526411658,1349,val,classification
0.8680851063829788,1349,test,classification
1.0,1350,train,classification
0.8714676390154968,1350,val,classification
0.8680851063829788,1350,test,classification
1.0,1351,train,classification
0.8706739526411658,1351,val,classification
0.8680851063829788,1351,test,classification
1.0,1352,train,classification
0.8735213830755233,1352,val,classification
0.8668796592119277,1352,test,classification
1.0,1353,train,classification
0.8737511353315168,1353,val,classification
0.8668796592119277,1353,test,classification
1.0,1354,train,classification
0.8714676390154968,1354,val,classification
0.8668796592119277,1354,test,classification
1.0,1355,train,classification
0.8735213830755233,1355,val,classification
0.8647497337593184,1355,test,classification
1.0,1356,train,classification
0.8735213830755233,1356,val,classification
0.8668796592119277,1356,test,classification
1.0,1357,train,classification
0.8724954462659381,1357,val,classification
0.8668796592119277,1357,test,classification
1.0,1358,train,classification
0.870909090909091,1358,val,classification
0.8680851063829788,1358,test,classification
1.0,1359,train,classification
0.8717015468607826,1359,val,classification
0.8678038379530917,1359,test,classification
1.0,1360,train,classification
0.869406392694064,1360,val,classification
0.8678038379530917,1360,test,classification
1.0,1361,train,classification
0.8706739526411658,1361,val,classification
0.8665955176093917,1361,test,classification
1.0,1362,train,classification
0.8673376029277218,1362,val,classification
0.8656716417910447,1362,test,classification
1.0,1363,train,classification
0.8686131386861315,1363,val,classification
0.8699360341151386,1363,test,classification
1.0,1364,train,classification
0.8702010968921389,1364,val,classification
0.8690095846645367,1364,test,classification
1.0,1365,train,classification
0.869406392694064,1365,val,classification
0.8687299893276414,1365,test,classification
1.0,1366,train,classification
0.8686131386861315,1366,val,classification
0.8699360341151386,1366,test,classification
1.0,1367,train,classification
0.8688524590163934,1367,val,classification
0.8687299893276414,1367,test,classification
1.0,1368,train,classification
0.8673376029277218,1368,val,classification
0.8678038379530917,1368,test,classification
1.0,1369,train,classification
0.8673376029277218,1369,val,classification
0.8678038379530917,1369,test,classification
1.0,1370,train,classification
0.8683729433272395,1370,val,classification
0.8690095846645367,1370,test,classification
1.0,1371,train,classification
0.8663003663003662,1371,val,classification
0.8687299893276414,1371,test,classification
1.0,1372,train,classification
0.8663003663003662,1372,val,classification
0.8680851063829788,1372,test,classification
1.0,1373,train,classification
0.867579908675799,1373,val,classification
0.8671625929861849,1373,test,classification
1.0,1374,train,classification
0.8686131386861315,1374,val,classification
0.8650371944739639,1374,test,classification
1.0,1375,train,classification
0.867579908675799,1375,val,classification
0.8671625929861849,1375,test,classification
1.0,1376,train,classification
0.86654478976234,1376,val,classification
0.8650371944739639,1376,test,classification
1.0,1377,train,classification
0.8678899082568808,1377,val,classification
0.8659574468085106,1377,test,classification
1.0,1378,train,classification
0.8673376029277218,1378,val,classification
0.8686440677966102,1378,test,classification
1.0,1379,train,classification
0.8683729433272395,1379,val,classification
0.8686440677966102,1379,test,classification
1.0,1380,train,classification
0.867579908675799,1380,val,classification
0.8695652173913044,1380,test,classification
1.0,1381,train,classification
0.8678213309024612,1381,val,classification
0.8695652173913044,1381,test,classification
1.0,1382,train,classification
0.8702010968921389,1382,val,classification
0.8674443266171792,1382,test,classification
1.0,1383,train,classification
0.8657534246575342,1383,val,classification
0.8702127659574469,1383,test,classification
1.0,1384,train,classification
0.8667883211678832,1384,val,classification
0.8702127659574469,1384,test,classification
1.0,1385,train,classification
0.867579908675799,1385,val,classification
0.871413390010627,1385,test,classification
1.0,1386,train,classification
0.867579908675799,1386,val,classification
0.8695652173913044,1386,test,classification
1.0,1387,train,classification
0.8668503213957759,1387,val,classification
0.8692879914984059,1387,test,classification
1.0,1388,train,classification
0.8673376029277218,1388,val,classification
0.8699360341151386,1388,test,classification
1.0,1389,train,classification
0.8657534246575342,1389,val,classification
0.8723404255319148,1389,test,classification
1.0,1390,train,classification
0.8644688644688645,1390,val,classification
0.8692879914984059,1390,test,classification
1.0,1391,train,classification
0.8663003663003662,1391,val,classification
0.8702127659574469,1391,test,classification
1.0,1392,train,classification
0.8689275893675528,1392,val,classification
0.873269435569755,1392,test,classification
1.0,1393,train,classification
0.8673376029277218,1393,val,classification
0.873269435569755,1393,test,classification
1.0,1394,train,classification
0.8673376029277218,1394,val,classification
0.873269435569755,1394,test,classification
1.0,1395,train,classification
0.8689275893675528,1395,val,classification
0.873269435569755,1395,test,classification
1.0,1396,train,classification
0.8699633699633699,1396,val,classification
0.871139510117146,1396,test,classification
1.0,1397,train,classification
0.869406392694064,1397,val,classification
0.8692879914984059,1397,test,classification
1.0,1398,train,classification
0.8678213309024612,1398,val,classification
0.8704883227176221,1398,test,classification
1.0,1399,train,classification
0.8670944087992668,1399,val,classification
0.8720682302771855,1399,test,classification
1.0,1400,train,classification
0.869406392694064,1400,val,classification
0.873269435569755,1400,test,classification
1.0,1401,train,classification
0.8673376029277218,1401,val,classification
0.873269435569755,1401,test,classification
1.0,1402,train,classification
0.8702010968921389,1402,val,classification
0.8726114649681529,1402,test,classification
1.0,1403,train,classification
0.8689275893675528,1403,val,classification
0.8751334044823906,1403,test,classification
1.0,1404,train,classification
0.8670944087992668,1404,val,classification
0.8720682302771855,1404,test,classification
